NAME,B25064_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,B25070_001E,B25070_011E,B25002_003E,B25002_001E,B08013_001E,B08012_001E,B17001_002E,B17001_001E,B23025_002E,B23025_001E,metropolitan statistical area/micropolitan statistical area,metropolitan division,geo_level,geo_code,parent_cbsa,year
"Youngstown-Warren, OH Metro Area",795,3758,3238,5137,11618,54008,5231,17839,202454,3842810,167641,74373,417386,198753,350735,49660,,msa,49660,,2024
"Yuba City, CA Metro Area",1386,2558,1760,2303,4793,23328,1966,3532,65459,2106460,71319,25945,181212,85941,140842,49700,,msa,49700,,2024
"Yuma, AZ Metro Area",993,2306,2084,1473,4052,23031,2372,15859,95200,1571500,73875,31795,203814,87573,165791,49740,,msa,49740,,2024
"Zanesville, OH Micro Area",833,667,751,1257,2022,10934,705,4000,38357,916045,36091,12716,84346,40906,68857,49780,,msa,49780,,2024
"Zapata, TX Micro Area",617,85,24,41,201,1280,414,1690,6255,104270,4412,5190,13518,5293,10030,49820,,msa,49820,,2024
"Atlanta-Sandy Springs-Roswell, GA Metro Division; Atlanta-Sandy Springs-Roswell, GA Metro Area",1665,57450,42377,60265,173621,637055,34105,152409,1955662,58884015,1900517,561213,4800643,2592052,3865060,12060,12054,division,12054,12060,2024
"Marietta, GA Metro Division; Atlanta-Sandy Springs-Roswell, GA Metro Area",1701,13175,9764,14205,33472,146531,6543,31858,541660,17622040,563638,114380,1363867,760658,1101014,12060,31924,division,31924,12060,2024
"Boston, MA Metro Division; Boston-Cambridge-Newton, MA-NH Metro Area",2075,32295,22263,28680,85701,341864,18516,56937,870613,27650595,867804,204928,1979939,1176817,1711168,14460,14454,division,14454,14460,2024
"Cambridge-Newton-Framingham, MA Metro Division; Boston-Cambridge-Newton, MA-NH Metro Area",2043,33633,22081,29495,86656,359631,17419,46681,994043,29921090,1016615,197306,2380566,1397213,2022440,14460,15764,division,15764,14460,2024
"Rockingham County-Strafford County, NH Metro Division; Boston-Cambridge-Newton, MA-NH Metro Area",1608,4182,3213,3691,10065,44625,2538,14753,194403,5551635,198361,25846,440699,258099,380138,14460,40484,division,40484,14460,2024
"Chicago-Naperville-Schaumburg, IL Metro Division; Chicago-Naperville-Elgin, IL-IN Metro Area",1457,88795,59174,81914,249964,1049678,63874,207186,3040636,89432400,2897625,820985,7069129,3888514,5822699,16980,16984,division,16984,16980,2024
"Elgin, IL Metro Division; Chicago-Naperville-Elgin, IL-IN Metro Area",1370,6715,4681,5775,15875,66922,2984,9560,279188,9361450,329969,62008,743843,416716,596330,16980,20994,division,20994,16980,2024
"Lake County, IL Metro Division; Chicago-Naperville-Elgin, IL-IN Metro Area",1477,5555,4280,5279,14763,65052,4453,12163,270618,8293735,290615,57917,694769,388679,569578,16980,29404,division,29404,16980,2024
"Lake County-Porter County-Jasper County, IN Metro Division; Chicago-Naperville-Elgin, IL-IN Metro Area",1142,5717,4035,6625,17514,73739,7893,27728,309978,8565750,299860,91660,711797,355695,578655,16980,29414,division,29414,16980,2024
"Dallas-Plano-Irving, TX Metro Division; Dallas-Fort Worth-Arlington, TX Metro Area",1648,74659,56412,76087,186362,802904,33711,133042,2095269,61735170,2204052,549216,5320645,2924745,4201472,19100,19124,division,19124,19100,2024
"Fort Worth-Arlington-Grapevine, TX Metro Division; Dallas-Fort Worth-Arlington, TX Metro Area",1532,33253,28249,36907,85985,350901,16167,71964,1001462,30768275,1109814,276001,2564978,1378656,2023893,19100,23104,division,23104,19100,2024
"Detroit-Dearborn-Livonia, MI Metro Division; Detroit-Warren-Dearborn, MI Metro Area",1132,20282,14322,17641,69024,246939,23808,100492,801083,15684400,634345,364882,1754502,829173,1401632,19820,19804,division,19804,19820,2024
"Warren-Troy-Farmington Hills, MI Metro Division; Detroit-Warren-Dearborn, MI Metro Area",1282,22592,15425,20660,59127,262509,15213,56849,1125074,28788425,1073241,224934,2579474,1384878,2140754,19820,47664,division,47664,19820,2024
"Anaheim-Santa Ana-Irvine, CA Metro Division; Los Angeles-Long Beach-Anaheim, CA Metro Area",2434,43332,32663,45086,134017,472301,21860,63209,1146169,34076880,1275607,296883,3126062,1694900,2584525,31080,11244,division,11244,31080,2024
"Los Angeles-Long Beach-Glendale, CA Metro Division; Los Angeles-Long Beach-Anaheim, CA Metro Area",1954,164112,125317,181534,542635,1848466,90696,234017,3650466,118218725,3885258,1326437,9656697,5206026,8033368,31080,31084,division,31084,31080,2024
"Fort Lauderdale-Pompano Beach-Sunrise, FL Metro Division; Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",1907,25432,21347,32144,91026,274613,13785,112063,866019,24596335,844895,239716,1958597,1069946,1614654,33100,22744,division,22744,33100,2024
"Miami-Miami Beach-Kendall, FL Metro Division; Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",1829,41684,34476,51765,155804,465971,25581,119572,1094983,36045900,1167018,397279,2698120,1450359,2255508,33100,33124,division,33124,33100,2024
"West Palm Beach-Boca Raton-Delray Beach, FL Metro Division; Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",1916,16036,13596,18406,58204,181166,10568,114033,719463,15768335,595132,170873,1508059,762389,1278560,33100,48424,division,48424,33100,2024
"Lakewood-New Brunswick, NJ Metro Division; New York-Newark-Jersey City, NY-NJ Metro Area",1860,21022,15620,22695,64104,254017,12829,84251,1018390,31261455,1001789,200703,2478714,1325131,2030109,35620,29484,division,29484,35620,2024
"Nassau County-Suffolk County, NY Metro Division; New York-Newark-Jersey City, NY-NJ Metro Area",2254,15592,11694,14357,50136,174119,13146,89085,1059816,41600515,1247351,170785,2873299,1552067,2380394,35620,35004,division,35004,35620,2024
"Newark, NJ Metro Division; New York-Newark-Jersey City, NY-NJ Metro Area",1648,26645,23466,31062,83556,329523,15549,38896,863833,29157010,912512,214194,2196567,1213653,1793535,35620,35084,division,35084,35620,2024
"New York-Jersey City-White Plains, NY-NJ Metro Division; New York-Newark-Jersey City, NY-NJ Metro Area",1831,240966,170181,225517,772453,2837071,140286,416487,5096627,179561570,4742513,1881407,11931563,6352555,9891171,35620,35614,division,35614,35620,2024
"Camden, NJ Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1513,13703,9095,11453,35503,136176,6963,25697,518004,15322640,542692,118241,1279484,702883,1055466,37980,15804,division,15804,37980,2024
"Montgomery County-Bucks County-Chester County, PA Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1682,16715,12400,16982,46799,202399,10426,30636,820102,23112115,826021,125901,2018307,1131724,1684130,37980,33874,division,33874,37980,2024
"Philadelphia, PA Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1392,30722,21470,32509,109520,393453,25016,81611,977985,25221560,821087,384641,2092765,1119135,1744440,37980,37964,division,37964,37980,2024
"Wilmington, DE-MD-NJ Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1425,7457,5538,6937,19836,86698,4822,18552,308166,7910720,306157,76278,729219,393534,607437,37980,48864,division,48864,37980,2024
"Oakland-Fremont-Berkeley, CA Metro Division; San Francisco-Oakland-Fremont, CA Metro Area",2364,33587,26099,38719,103855,405335,18377,53809,1066472,34591015,1056293,246068,2777443,1520682,2303774,41860,36084,division,36084,41860,2024
"San Francisco-San Mateo-Redwood City, CA Metro Division; San Francisco-Oakland-Fremont, CA Metro Area",2665,25563,16982,24720,68681,334725,14896,73397,701786,17478170,613122,140484,1553225,921559,1344340,41860,41884,division,41884,41860,2024
"San Rafael, CA Metro Division; San Francisco-Oakland-Fremont, CA Metro Area",2668,2904,2535,3014,10809,36402,1738,9098,112116,2304805,84212,21068,253599,133856,214754,41860,42034,division,42034,41860,2024
"Everett, WA Metro Division; Seattle-Tacoma-Bellevue, WA Metro Area",1949,11420,7029,9736,23756,100610,3806,15318,331530,10518370,341020,67143,835002,457217,679525,42660,21794,division,21794,42660,2024
"Seattle-Bellevue-Kent, WA Metro Division; Seattle-Tacoma-Bellevue, WA Metro Area",2092,37550,27403,34261,90077,419249,14485,62230,1003284,24067435,870459,193848,2255985,1322767,1891563,42660,42644,division,42644,42660,2024
"Tacoma-Lakewood, WA Metro Division; Seattle-Tacoma-Bellevue, WA Metro Area",1806,12356,9450,12315,28877,123930,5133,18379,369709,12190525,388891,80014,908615,489809,739219,42660,45104,division,45104,42660,2024
"St. Petersburg-Clearwater-Largo, FL Metro Division; Tampa-St. Petersburg-Clearwater, FL Metro Area",1642,12492,9549,14167,37833,130561,7325,91634,520107,9254770,367916,108981,944399,490483,833565,45300,41304,division,41304,45300,2024
"Tampa, FL Metro Division; Tampa-St. Petersburg-Clearwater, FL Metro Area",1622,28552,20966,30195,80155,296372,16615,93241,995071,26287550,889870,280941,2302192,1189319,1908442,45300,45294,division,45294,45300,2024
"Arlington-Alexandria-Reston, VA-WV Metro Division; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2167,33047,23082,29073,76188,371392,14649,54776,1200843,39587795,1252814,194208,3117111,1788442,2498633,47900,11694,division,11694,47900,2024
"Frederick-Gaithersburg-Bethesda, MD Metro Division; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2018,14509,10593,14672,37922,159111,7252,21610,515455,16605300,515627,95712,1339653,753529,1079877,47900,23224,division,23224,47900,2024
"Washington, DC-MD Metro Division; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",1867,30223,20828,25043,78869,331777,16224,57223,790333,24674530,725821,214253,1760582,1034826,1470866,47900,47764,division,47764,47900,2024
