NAME,B25064_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,B25070_001E,B25070_011E,B25002_003E,B25002_001E,B08013_001E,B08012_001E,B17001_002E,B17001_001E,B23025_002E,B23025_001E,metropolitan statistical area/micropolitan statistical area,metropolitan division,geo_level,geo_code,parent_cbsa,year
"Salem, OH Micro Area",756,624,558,655,2665,11300,1470,4662,46121,1037645,42248,14740,97293,47593,83239,41400,,msa,41400,,2024
"Salem, OR Metro Area",1399,5633,3923,5071,15785,59459,2264,7306,167162,4199325,172487,55299,426749,215519,350126,41420,,msa,41420,,2024
"Salina, KS Micro Area",954,274,322,567,1698,7952,1053,1919,26850,456350,27508,6790,57931,31636,47429,41460,,msa,41460,,2024
"Salinas, CA Metro Area",2055,6420,4205,7171,15925,63496,2886,12980,145469,4304065,169622,53589,420883,203293,338030,41500,,msa,41500,,2024
"Salisbury, MD Metro Area",1274,1726,1074,1231,4159,17511,1064,6237,55055,1288835,55473,17350,121034,65405,105046,41540,,msa,41540,,2024
"Salt Lake City-Murray, UT Metro Area",1583,14921,9961,12800,31474,148733,6151,24457,474627,12396050,543683,100141,1258277,713955,989070,41620,,msa,41620,,2024
"San Angelo, TX Metro Area",1155,1355,1204,1530,3374,16397,1145,5745,53089,1067100,52510,12914,116247,60983,95491,41660,,msa,41660,,2024
"San Antonio-New Braunfels, TX Metro Area",1363,31373,25266,33186,86925,354612,20533,90335,1057823,28747995,1073303,349229,2615008,1357575,2090690,41700,,msa,41700,,2024
"San Diego-Chula Vista-Carlsbad, CA Metro Area",2246,51262,39024,53392,150516,532140,23023,79363,1250641,33954335,1329787,328769,3198446,1775427,2680294,41740,,msa,41740,,2024
"Sandpoint, ID Micro Area",1122,553,181,275,785,4406,437,6584,26867,437345,18076,5616,50509,22045,42469,41760,,msa,41760,,2024
"Sandusky, OH Metro Area",932,802,693,670,2543,12172,1199,16459,67445,1142015,50409,12813,112572,57604,95818,41780,,msa,41780,,2024
"Sanford, NC Micro Area",1017,593,358,658,1628,8218,833,2021,27166,722735,28036,10663,64724,31645,52021,41820,,msa,41820,,2024
"San Francisco-Oakland-Fremont, CA Metro Area",2474,62054,45616,66453,183345,776462,35011,136304,1880374,54373990,1753627,407620,4584267,2576097,3862868,41860,,msa,41860,,2024
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2840,25228,20538,24219,61285,302797,11679,40245,720159,20408915,767036,137301,1936188,1086753,1613626,41940,,msa,41940,,2024
"San Juan-Bayamon-Caguas, PR Metro Area",623,13211,11871,14305,44392,268667,104556,199018,1028553,20735955,705932,753577,2036810,864813,1770324,41980,,msa,41980,,2024
"San Luis Obispo-Paso Robles, CA Metro Area",1992,3597,2779,4117,11943,41517,2537,16166,125669,2391870,107355,34565,267830,138571,238275,42020,,msa,42020,,2024
"Santa Cruz-Watsonville, CA Metro Area",2264,2942,2059,3588,10331,38819,2223,10079,106977,2606840,101503,29478,253688,139522,222296,42100,,msa,42100,,2024
"Santa Fe, NM Metro Area",1389,1386,891,1797,5209,20164,1975,8067,78834,1391055,58476,18428,153999,76964,134364,42140,,msa,42140,,2024
"Santa Maria-Santa Barbara, CA Metro Area",2131,5605,5418,6653,21363,71264,3654,10984,160592,3641540,174681,62400,423298,222507,355920,42200,,msa,42200,,2024
"Santa Rosa-Petaluma, CA Metro Area",2158,7185,5207,6793,17702,71400,4093,16701,207699,5007295,199413,42583,478922,258941,404334,42220,,msa,42220,,2024
"Sault Ste. Marie, MI Micro Area",797,337,238,239,620,3516,486,6268,20348,245655,14102,4485,31950,16244,30563,42300,,msa,42300,,2024
"Savannah, GA Metro Area",1454,4399,4667,5564,14957,61020,4076,20159,181432,4615530,179944,49199,404926,217631,334313,42340,,msa,42340,,2024
"Sayre, PA Micro Area",901,482,547,313,992,6851,831,4876,29486,557325,23152,7479,59143,27038,48337,42380,,msa,42380,,2024
"Scottsbluff, NE Micro Area",909,399,187,495,1007,4725,458,1480,16863,262315,16577,4561,35721,18446,28833,42420,,msa,42420,,2024
"Scottsboro, AL Micro Area",780,547,192,349,907,5421,972,3119,24914,549350,20094,9024,52285,22262,43230,42460,,msa,42460,,2024
"Scranton--Wilkes-Barre, PA Metro Area",1003,5693,3636,5273,17975,76419,6956,30130,264360,5306305,233781,81315,550086,281069,468646,42540,,msa,42540,,2024
"Seaford, DE Micro Area",1238,1871,1702,1517,4298,19590,2037,45358,151799,2555395,93716,27441,252418,116285,214861,42580,,msa,42580,,2024
"Searcy, AR Micro Area",850,923,823,689,1514,9147,1104,4271,33900,694655,30964,13137,74861,35176,62190,42620,,msa,42620,,2024
"Seattle-Tacoma-Bellevue, WA Metro Area",2000,61326,43882,56312,142710,643789,23424,95927,1704523,46776330,1600370,341005,3999602,2269793,3310307,42660,,msa,42660,,2024
"Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",1357,987,769,1424,4012,14081,1376,15624,86440,1355035,56852,18276,165290,70313,144680,42680,,msa,42680,,2024
"Sebring, FL Metro Area",1035,1179,357,800,2623,10034,1109,11756,58635,778060,32705,15895,104129,39330,90234,42700,,msa,42700,,2024
"Sedalia, MO Micro Area",885,492,228,267,1105,5245,371,1677,18673,343970,18361,6649,42628,21013,33829,42740,,msa,42740,,2024
"Selinsgrove, PA Micro Area",929,286,150,356,539,3565,397,1453,16053,394575,17196,3439,36431,19753,32575,42780,,msa,42780,,2024
"Selma, AL Micro Area",733,281,399,895,1532,5769,771,2989,18936,333470,12646,11318,36464,15272,29193,42820,,msa,42820,,2024
"Seneca, SC Micro Area",881,654,333,515,1882,8212,1193,7585,42100,711620,29789,14009,79743,35671,67411,42860,,msa,42860,,2024
"Seneca Falls, NY Micro Area",957,260,314,185,864,3952,312,2588,16194,274965,12897,4197,31168,15146,26927,42900,,msa,42900,,2024
"Sevierville, TN Micro Area",1072,743,712,970,1814,11825,1364,18623,58967,1193885,44838,13277,98566,50791,81385,42940,,msa,42940,,2024
"Seymour, IN Micro Area",1004,495,311,325,522,4866,645,1213,19351,473405,20960,5605,45590,22907,36010,42980,,msa,42980,,2024
"Shawano, WI Micro Area",806,358,206,323,707,4219,454,4205,22856,426905,18762,5395,44480,21747,36631,43020,,msa,43020,,2024
"Shawnee, OK Micro Area",894,585,421,499,1384,7973,990,3390,30317,657915,27225,11069,69663,31934,58581,43060,,msa,43060,,2024
"Sheboygan, WI Metro Area",934,1043,644,755,2036,14184,1006,3342,53067,968245,53302,9805,114776,62092,95765,43100,,msa,43100,,2024
"Shelby-Kings Mountain, NC Micro Area",914,854,565,1175,2308,11310,1412,5454,44304,1038550,41112,16432,99001,47586,81106,43140,,msa,43140,,2024
"Shelbyville, TN Micro Area",1051,446,231,523,1241,5488,315,983,20488,618545,21807,6476,51355,25880,40695,43180,,msa,43180,,2024
"Shelton, WA Micro Area",1285,299,199,261,1049,4603,721,8123,34152,779840,21621,8104,66096,27774,56350,43220,,msa,43220,,2024
"Sheridan, WY Micro Area",939,474,118,293,840,4063,455,1616,15461,224320,14194,3193,31225,16278,25923,43260,,msa,43260,,2024
"Sherman-Denison, TX Metro Area",1310,1277,1912,1553,4113,18353,1203,6884,62132,1517685,58887,15664,140436,70606,113026,43300,,msa,43300,,2024
"Show Low, AZ Micro Area",858,396,675,740,1280,10742,1785,17167,57230,784100,31397,26122,105673,38520,84125,43320,,msa,43320,,2024
"Shreveport-Bossier City, LA Metro Area",1014,4281,3373,4519,15390,58254,7047,24951,182052,3278790,150909,76342,378858,177799,305154,43340,,msa,43340,,2024
"Sidney, OH Micro Area",922,365,433,191,642,4976,455,1243,20149,419170,22047,5486,47307,24769,37827,43380,,msa,43380,,2024
"Sierra Vista-Douglas, AZ Metro Area",995,1503,943,1277,2637,14769,1582,8684,59666,946885,40430,18446,119600,50749,102646,43420,,msa,43420,,2024
"Sikeston, MO Micro Area",841,561,285,281,1268,6091,695,2324,22133,401545,21075,6780,47820,23152,39446,43460,,msa,43460,,2024
"Silver City, NM Micro Area",825,129,150,183,641,2734,279,3460,14755,151265,8464,5268,27009,10586,23496,43500,,msa,43500,,2024
"Sioux City, IA-NE-SD Metro Area",1002,1150,804,1166,3966,17604,839,3316,58784,1167150,67007,17919,141450,75553,111202,43580,,msa,43580,,2024
"Sioux Falls, SD-MN Metro Area",1022,3629,2581,3205,6695,41478,1449,6253,128770,2698000,145259,23604,292313,170151,229767,43620,,msa,43620,,2024
"Slidell-Mandeville-Covington, LA Metro Area",1332,1951,1298,2309,5069,22206,1952,8829,113911,3439380,109355,30699,269214,135759,215864,43640,,msa,43640,,2024
"Snyder, TX Micro Area",1020,35,148,48,151,1362,171,1005,6881,129835,6391,1692,14591,6894,12881,43660,,msa,43660,,2024
"Somerset, KY Micro Area",803,636,343,547,1606,7214,956,5512,31722,557605,23973,12724,64553,27823,53081,43700,,msa,43700,,2024
"Somerset, PA Micro Area",753,430,241,272,971,5750,899,8519,37863,717500,28836,7531,68552,34040,61120,43740,,msa,43740,,2024
"Sonora, CA Micro Area",1302,609,285,775,1508,5919,557,8899,31589,532465,17722,5384,51578,22881,46170,43760,,msa,43760,,2024
"South Bend-Mishawaka, IN-MI Metro Area",1046,3320,2186,3054,8305,37123,2584,15800,144259,2931570,135390,43229,312336,162501,259708,43780,,msa,43780,,2024
"Sparta, WI Micro Area",914,416,314,363,624,4985,650,1721,20022,400835,19734,5343,45540,22776,35953,43890,,msa,43890,,2024
"Spartanburg, SC Metro Area",1057,3336,2138,3182,8687,38913,4145,14414,157697,3963210,156483,55287,366501,183283,298171,43900,,msa,43900,,2024
"Spearfish, SD Micro Area",938,178,118,315,675,4208,419,2786,14840,257290,13501,3052,26403,14964,23479,43940,,msa,43940,,2024
"Spencer, IA Micro Area",811,130,112,88,327,1942,136,875,8157,136330,7662,1844,16167,8540,12980,43980,,msa,43980,,2024
"Spirit Lake, IA Micro Area",922,91,80,118,428,1994,178,5361,14206,138405,8268,1340,17710,9655,14978,44020,,msa,44020,,2024
"Spokane-Spokane Valley, WA Metro Area",1264,7353,6070,7569,18988,81473,4184,16218,253987,5299185,231148,68239,582912,294669,483006,44060,,msa,44060,,2024
"Springfield, IL Metro Area",979,2052,1165,1676,5716,25393,2411,8992,98982,1657135,82605,26292,203224,102083,166981,44100,,msa,44100,,2024
"Springfield, MA Metro Area",1136,6289,4230,6449,18049,69691,4857,13120,197591,4264735,187492,73610,450512,227207,378172,44140,,msa,44140,,2024
"Springfield, MO Metro Area",972,6499,3824,5589,14357,72346,4762,13329,212213,4596585,207068,62130,472900,244694,390433,44180,,msa,44180,,2024
"Springfield, OH Metro Area",872,1465,982,934,3639,17131,1029,5151,61126,1218495,52679,20038,131956,63577,108176,44220,,msa,44220,,2024
"Starkville, MS Micro Area",897,500,925,996,3822,12337,1747,4819,30732,538290,24586,13344,55789,29382,51549,44260,,msa,44260,,2024
"State College, PA Metro Area",1207,1651,1017,2073,7094,22546,1796,7462,66475,1225645,60702,22319,136787,76950,138205,44300,,msa,44300,,2024
"Statesboro, GA Micro Area",971,915,550,1215,3878,15878,1643,3949,38882,948810,37176,19358,85825,45360,76539,44340,,msa,44340,,2024
"Staunton-Stuarts Draft, VA Metro Area",1068,965,1022,1236,2947,14526,884,3785,56018,1271020,55911,10538,122049,64296,105384,44420,,msa,44420,,2024
"Steamboat Springs, CO Micro Area",1568,360,361,261,952,4360,313,6634,23305,350900,17339,2376,37866,21695,31589,44460,,msa,44460,,2024
"Stephenville, TX Micro Area",1146,432,279,514,1955,6197,554,1878,18694,406755,19578,6687,40379,22753,35827,44500,,msa,44500,,2024
"Sterling, CO Micro Area",1013,323,110,290,385,2764,517,538,8741,144705,8331,2945,18674,9978,17576,44540,,msa,44540,,2024
"Sterling, IL Micro Area",856,390,433,460,840,5334,666,2717,25837,485315,23946,6447,53820,27368,44241,44580,,msa,44580,,2024
"Stevens Point-Plover, WI Micro Area",940,562,391,923,1461,8984,452,2067,31746,631490,32345,6863,68049,39237,59149,44620,,msa,44620,,2024
"Stillwater, OK Micro Area",917,1211,791,1377,5024,15968,1224,4460,37069,635925,34599,16566,73287,40954,69234,44660,,msa,44660,,2024
"Stockton-Lodi, CA Metro Area",1734,8803,6783,9049,22405,93220,5931,14901,260151,10297460,301691,97455,785218,380455,613844,44700,,msa,44700,,2024
"Storm Lake, IA Micro Area",894,79,78,117,298,2021,107,747,8293,134285,9588,1542,19801,10923,15832,44740,,msa,44740,,2024
"Sturgis, MI Micro Area",849,460,375,236,853,5640,669,3682,27302,526075,25069,6854,60087,29411,47846,44780,,msa,44780,,2024
"Sulphur Springs, TX Micro Area",1109,379,274,286,621,4045,543,1880,15882,357410,15836,4421,37224,18210,29675,44860,,msa,44860,,2024
"Summerville, GA Micro Area",790,207,378,311,510,3040,333,1728,10882,248335,8832,4968,23437,9975,20164,44900,,msa,44900,,2024
"Sumter, SC Metro Area",1057,1470,929,1235,2106,13093,2021,6499,47582,986580,42901,16879,101949,48483,82610,44940,,msa,44940,,2024
"Sunbury, PA Micro Area",863,968,683,623,2132,11769,1208,5791,51539,1057345,43607,12465,104128,51316,90192,44980,,msa,44980,,2024
"Susanville, CA Micro Area",1000,159,145,244,636,2942,162,2984,12231,171560,8776,3332,23868,10508,25434,45000,,msa,45000,,2024
"Sweetwater, TX Micro Area",913,143,219,70,314,1878,208,1218,7104,109850,6010,3165,14061,6684,11310,45020,,msa,45020,,2024
"Syracuse, NY Metro Area",1077,7096,4967,5800,22018,85637,6071,26325,297576,5754535,268349,86559,623424,329568,537165,45060,,msa,45060,,2024
"Tahlequah, OK Micro Area",831,475,267,407,1208,6407,849,3665,22363,450135,18920,8442,46348,22054,38848,45140,,msa,45140,,2024
"Talladega-Sylacauga, AL Micro Area",779,589,734,469,1694,10249,2583,6543,44605,956545,33718,15096,87378,38888,74695,45180,,msa,45180,,2024
"Tallahassee, FL Metro Area",1252,5292,3903,6192,20318,66794,5416,20457,178422,3793550,163636,68565,366129,202964,325721,45220,,msa,45220,,2024
"Tampa-St. Petersburg-Clearwater, FL Metro Area",1628,41044,30515,44362,117988,426933,23940,184875,1515178,35542320,1257786,389922,3246591,1679802,2742007,45300,,msa,45300,,2024
"Taos, NM Micro Area",1034,223,226,237,1022,3482,458,5701,21250,305960,12020,5304,34309,16465,29734,45340,,msa,45340,,2024
"Taylorville, IL Micro Area",785,235,101,77,582,3369,600,1598,15184,304385,13863,3237,31768,15813,28040,45380,,msa,45380,,2024
"Terre Haute, IN Metro Area",892,2116,1222,1808,5142,21739,2169,7290,74664,1578555,69591,26824,158363,79313,137951,45460,,msa,45460,,2024
"Texarkana, TX-AR Metro Area",950,1858,1049,1829,4005,19610,2483,9599,65851,1124525,55848,25886,139008,63118,116053,45500,,msa,45500,,2024
"The Dalles, OR Micro Area",1008,108,128,291,801,3432,560,1635,12198,201775,10678,3018,25961,12908,21514,45520,,msa,45520,,2024
"Thomaston, GA Micro Area",849,156,196,286,1246,4133,441,1839,12434,298380,11325,5269,27259,12269,22412,45580,,msa,45580,,2024
"Thomasville, GA Micro Area",945,732,529,818,2109,10195,1339,3983,32775,664095,29799,13377,71145,34191,56498,45620,,msa,45620,,2024
"Tiffin, OH Micro Area",856,410,320,342,1118,5933,646,1703,23982,508455,24598,6195,51984,27536,44769,45660,,msa,45660,,2024
"Tifton, GA Micro Area",762,717,380,516,1105,7286,871,2743,21678,429370,19526,9944,48025,21936,39368,45700,,msa,45700,,2024
"Toccoa, GA Micro Area",820,245,59,179,637,2776,225,1830,12354,256140,10771,4079,25892,12519,21982,45740,,msa,45740,,2024
"Toledo, OH Metro Area",939,6752,4845,6321,19994,92382,6605,21900,276386,5333105,256908,93650,587020,307804,483981,45780,,msa,45780,,2024
"Topeka, KS Metro Area",971,2176,1373,2386,5931,28916,1741,8225,105224,2003895,97255,26003,227203,115156,185653,45820,,msa,45820,,2024
"Torrington, CT Micro Area",1193,744,460,634,2648,11342,1187,7907,55752,1308260,48633,9887,112023,61841,95568,45860,,msa,45860,,2024
"Town of Pecos, TX Micro Area",981,233,17,84,235,1111,88,943,5167,93920,5216,1957,11680,5559,9796,45880,,msa,45880,,2024
"Traverse City, MI Metro Area",1225,1156,653,866,2498,11870,1250,21349,86778,1420705,63185,14570,153575,77651,129746,45900,,msa,45900,,2024
"Trenton-Princeton, NJ Metro Area",1623,4521,3339,4792,13285,54545,2752,7024,151138,4017505,148384,37849,368376,203051,311073,45940,,msa,45940,,2024
"Troy, AL Micro Area",856,301,132,477,1312,4827,780,3754,16238,272465,13450,7074,30343,15359,27403,45980,,msa,45980,,2024
"Truckee-Grass Valley, CA Micro Area",1677,862,597,937,3015,10523,1100,11444,54309,767280,32458,11173,101478,46712,87139,46020,,msa,46020,,2024
"Tucson, AZ Metro Area",1212,12824,9991,14405,37872,152188,11039,42112,479939,9703195,400031,147853,1032494,509207,877330,46060,,msa,46060,,2024
"Tullahoma-Manchester, TN Micro Area",907,441,448,348,1260,7639,1079,2648,28484,676785,26561,10773,65553,31324,52652,46100,,msa,46100,,2024
"Tulsa, OK Metro Area",1078,11598,8266,10576,27526,140418,12370,40561,447008,9469470,429231,140367,1018879,516620,813483,46140,,msa,46140,,2024
"Tupelo, MS Micro Area",878,1048,897,1023,2848,13706,1573,7438,59243,1253340,56036,19451,128459,62918,104829,46180,,msa,46180,,2024
"Tuscaloosa, AL Metro Area",1005,3018,1851,2694,9971,39074,4691,19209,124892,2810375,116091,47445,261623,135854,227431,46220,,msa,46220,,2024
"Twin Falls, ID Metro Area",1071,1314,970,983,2329,12315,962,2208,45239,963890,51885,13747,117324,58596,90591,46300,,msa,46300,,2024
"Tyler, TX Metro Area",1238,1994,1865,2341,5203,25919,1994,16539,99673,2307405,99984,27158,234771,117568,190160,46340,,msa,46340,,2024
"Ukiah, CA Micro Area",1317,1257,1268,1197,2910,13342,1252,6833,41675,691525,32106,13637,88773,41504,73513,46380,,msa,46380,,2024
"Union City, TN Micro Area",770,165,133,413,549,3994,773,1799,14326,247435,12273,5578,30055,13495,24607,46460,,msa,46460,,2024
"Urbana, OH Micro Area",905,314,319,308,313,3629,291,1298,16944,455140,16779,3056,38293,19829,31375,46500,,msa,46500,,2024
"Urban Honolulu, HI Metro Area",2083,13293,9102,14201,36804,136264,9014,35436,374304,12048020,451346,89493,969622,532141,816681,46520,,msa,46520,,2024
"Utica-Rome, NY Metro Area",925,2977,2017,2256,8081,36803,2973,16941,137902,2455680,113294,41675,277143,136475,234803,46540,,msa,46540,,2024
"Utuado, PR Micro Area",476,114,71,69,414,3920,2232,2313,13624,241935,7459,13833,27496,10091,23824,46580,,msa,46580,,2024
"Uvalde, TX Micro Area",981,261,204,86,257,2478,322,1678,10095,188725,9557,5324,24010,10779,19108,46620,,msa,46620,,2024
"Valdosta, GA Metro Area",1025,1617,1701,1779,5522,22805,3069,7548,64334,1269200,61550,29328,145058,69741,118243,46660,,msa,46660,,2024
"Vallejo, CA Metro Area",2163,6001,3716,6475,17129,58249,2891,7181,164693,5565050,179516,44182,442305,225952,364721,46700,,msa,46700,,2024
"Van Wert, OH Micro Area",782,103,95,175,315,2071,212,1024,12573,264740,13416,2560,28508,14825,23170,46780,,msa,46780,,2024
"Vermillion, SD Micro Area",770,218,74,83,816,2728,308,715,6262,141510,7254,2514,12739,8673,12853,46820,,msa,46820,,2024
"Vernal, UT Micro Area",941,262,155,237,259,3217,306,1693,13838,288020,13999,4299,36539,16427,26989,46860,,msa,46860,,2024
"Vernon, TX Micro Area",932,125,16,181,244,1568,220,1067,5845,74120,5288,2121,12148,6168,10454,46900,,msa,46900,,2024
"Vicksburg, MS Micro Area",888,193,641,184,905,5055,818,4794,21566,385175,17972,8287,42461,19870,33984,46980,,msa,46980,,2024
"Victoria, TX Metro Area",1151,914,566,982,3100,12475,749,5362,43028,916410,40906,15487,96723,46603,76562,47020,,msa,47020,,2024
"Vidalia, GA Micro Area",766,420,161,448,796,4858,678,2345,15897,304660,13736,7605,34480,15643,27899,47080,,msa,47080,,2024
"Vincennes, IN Micro Area",796,390,261,301,743,4884,405,1805,16974,326235,16521,4698,34322,17730,28891,47180,,msa,47180,,2024
"Vineland, NJ Metro Area",1282,1767,988,1383,5285,17999,1218,3501,57282,1504385,59074,22583,144964,69078,120238,47220,,msa,47220,,2024
"Vineyard Haven, MA Micro Area",1277,134,74,159,125,1359,310,10238,17822,141770,8644,915,20655,12057,17910,47240,,msa,47240,,2024
"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1478,23982,17179,25978,66423,258713,13623,56270,763678,19536285,784808,187432,1732064,951664,1438419,47260,,msa,47260,,2024
"Visalia, CA Metro Area",1280,4264,3389,5713,14524,59494,4236,11007,154202,4212360,177413,84619,473100,215741,353108,47300,,msa,47300,,2024
"Wabash, IN Micro Area",762,216,124,200,294,2474,362,1423,14097,287080,13339,3243,29240,15158,25084,47340,,msa,47340,,2024
"Waco, TX Metro Area",1151,3427,2859,3392,10891,40488,3361,14074,125252,2721000,124005,46515,290285,146681,238731,47380,,msa,47380,,2024
"Wahpeton, ND-MN Micro Area",714,176,64,144,473,2724,201,1009,10513,224650,10555,2352,21453,12026,18393,47420,,msa,47420,,2024
"Walla Walla, WA Metro Area",1218,535,795,1005,1698,8211,759,1975,25422,366440,24247,6927,57446,29828,51010,47460,,msa,47460,,2024
"Wapakoneta, OH Micro Area",868,220,324,124,582,4146,268,1116,20056,407915,21744,3224,45524,24092,36332,47540,,msa,47540,,2024
"Warner Robins, GA Metro Area",1167,1742,1250,2768,5161,24339,1544,7621,82070,1875460,81508,23212,194559,98037,155007,47580,,msa,47580,,2024
"Warren, PA Micro Area",755,224,115,168,449,3310,417,5506,21629,312715,15115,4025,37220,17143,31382,47620,,msa,47620,,2024
"Warrensburg, MO Micro Area",932,691,624,552,1058,7696,533,1644,22731,603300,25448,5956,50430,29109,43934,47660,,msa,47660,,2024
"Warsaw, IN Micro Area",1043,536,466,521,1613,7351,557,6930,38864,720515,35513,7754,78737,41439,64004,47700,,msa,47700,,2024
"Washington, IN Micro Area",847,344,224,127,514,3262,493,1073,12887,299880,13995,3852,32996,15281,24766,47780,,msa,47780,,2024
"Washington, NC Micro Area",871,469,384,419,1167,5907,1128,5141,24526,436545,17602,7820,43881,20409,36998,47820,,msa,47820,,2024
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2027,77779,54503,68788,192979,862280,38125,133609,2506631,80867625,2494262,504173,6217346,3576797,5049376,47900,,msa,47900,,2024
"Washington Court House, OH Micro Area",822,269,118,264,641,4090,489,1143,12725,328385,12144,4395,28306,13467,23022,47920,,msa,47920,,2024
"Waterbury-Shelton, CT Metro Area",1330,4700,3608,4696,14838,56640,4559,12435,192551,5537935,195964,50371,449225,243943,374770,47930,,msa,47930,,2024
"Waterloo-Cedar Falls, IA Metro Area",977,1553,1174,1706,4946,21194,1110,5678,75074,1309795,76859,21376,161984,89986,135290,47940,,msa,47940,,2024
"Watertown, SD Micro Area",938,276,143,228,637,3779,231,1007,13533,204550,14466,2504,28347,15741,23073,47980,,msa,47980,,2024
"Watertown-Fort Atkinson, WI Micro Area",1035,786,266,566,1819,9371,538,2017,36890,1023035,41191,6747,83170,48653,71203,48020,,msa,48020,,2024
"Watertown-Fort Drum, NY Metro Area",1213,1898,1178,1953,4609,21588,1446,14256,61862,978635,50179,15052,109997,58091,89866,48060,,msa,48060,,2024
"Wausau, WI Metro Area",999,1454,810,1242,2510,15452,1132,3044,60910,1185425,61927,11887,136619,74302,111067,48140,,msa,48140,,2024
"Waycross, GA Micro Area",793,774,361,475,1106,6575,1228,3924,24486,490160,21290,10027,53725,23517,43854,48180,,msa,48180,,2024
"Waynesville, NC Micro Area",1067,489,376,541,1467,6809,1240,8437,35560,598920,25143,8116,61836,29706,53039,48200,,msa,48200,,2024
"Weatherford, OK Micro Area",822,513,517,301,975,5386,492,2936,18111,352645,17758,5903,37420,19967,30388,48220,,msa,48220,,2024
"Weirton-Steubenville, WV-OH Metro Area",785,950,740,830,2525,13721,2206,6268,55910,1096145,45165,17019,111020,53827,96151,48260,,msa,48260,,2024
"Wenatchee-East Wenatchee, WA Metro Area",1251,1201,1055,1089,2715,16049,1874,9194,56637,1040000,51545,10170,123025,60222,99002,48300,,msa,48300,,2024
"West Plains, MO Micro Area",733,428,269,353,859,4742,489,2184,18149,356505,15402,8044,39608,17713,31843,48460,,msa,48460,,2024
"Wheeling, WV-OH Metro Area",812,1083,1196,915,3771,16034,2350,9319,67343,1305780,55056,21572,130145,63242,114328,48540,,msa,48540,,2024
"Whitewater-Elkhorn, WI Micro Area",1150,1003,803,520,2720,12656,742,11037,54124,1166115,48737,9622,102780,57846,87955,48580,,msa,48580,,2024
"Wichita, KS Metro Area",987,7888,4474,6426,17260,88426,5741,25417,280193,5720855,285571,82874,638657,332492,509846,48620,,msa,48620,,2024
"Wichita Falls, TX Metro Area",995,1277,1297,1947,3440,20137,2194,8105,64879,1096980,66770,21178,137428,74879,119550,48660,,msa,48660,,2024
"Wildwood-The Villages, FL Metro Area",1269,622,259,857,2666,8714,1489,13750,84068,802060,27713,13159,135493,34686,134496,48680,,msa,48680,,2024
"Williamsport, PA Metro Area",913,1315,630,1192,3114,14486,1246,5854,52715,998870,47377,13821,107687,55588,93093,48700,,msa,48700,,2024
"Williston, ND Micro Area",1123,677,538,257,489,7125,376,5222,20376,355445,18970,3379,39095,20941,28530,48780,,msa,48780,,2024
"Willmar, MN Micro Area",909,478,161,427,796,4839,351,2734,20337,341240,19524,3930,43149,22763,34607,48820,,msa,48820,,2024
"Wilmington, NC Metro Area",1389,4000,3346,5235,15234,55500,3984,51700,250971,4150430,176343,48455,445163,227775,384201,48900,,msa,48900,,2024
"Wilmington, OH Micro Area",910,230,210,228,977,4727,541,1278,18039,441375,17910,5258,40829,20873,33551,48940,,msa,48940,,2024
"Wilson, NC Micro Area",953,755,1169,781,2926,13212,1149,3985,37053,706815,31458,15441,78000,36574,63553,48980,,msa,48980,,2024
"Winchester, TN Micro Area",894,312,310,204,483,3942,699,2665,20110,447505,17854,4988,41640,20650,36511,49010,,msa,49010,,2024
"Winchester, VA-WV Metro Area",1358,1553,872,1254,2811,15294,1648,6948,62468,1881175,60311,15077,142768,74152,118231,49020,,msa,49020,,2024
"Winnemucca, NV Micro Area",994,153,53,23,296,1799,357,857,7768,206940,7299,1821,17134,8354,13233,49080,,msa,49080,,2024
"Winona, MN Micro Area",907,474,250,631,1654,6180,274,1602,21855,433240,24626,6917,46730,28644,41874,49100,,msa,49100,,2024
"Winston-Salem, NC Metro Area",1016,7428,5450,6415,18357,86779,7394,28492,310088,6765895,277677,91282,675472,338483,557379,49180,,msa,49180,,2024
"Wisconsin Rapids-Marshfield, WI Micro Area",856,652,416,680,1427,8845,489,2502,34755,653960,31553,7875,73140,37230,60132,49220,,msa,49220,,2024
"Woodward, OK Micro Area",838,145,112,175,228,2121,208,1466,9391,195035,9137,2727,19449,10088,15947,49260,,msa,49260,,2024
"Wooster, OH Micro Area",881,829,357,509,1509,10400,963,2589,46954,1003340,48604,10559,112220,55932,91625,49300,,msa,49300,,2024
"Worcester, MA Metro Area",1426,11004,7289,9578,27145,114910,6169,19359,355185,10775935,368994,86943,841858,472524,710987,49340,,msa,49340,,2024
"Worthington, MN Micro Area",896,129,161,50,364,1982,304,722,8396,179145,9160,3027,21621,10277,16276,49380,,msa,49380,,2024
"Yakima, WA Metro Area",1109,2344,2338,2496,6321,33464,3019,4724,92432,2007035,99090,39240,253802,119030,191229,49420,,msa,49420,,2024
"Yankton, SD Micro Area",781,170,24,207,441,2649,167,921,10616,163045,10685,2600,21823,11849,19133,49460,,msa,49460,,2024
"York-Hanover, PA Metro Area",1193,3944,3354,3708,8441,42959,2459,8274,189857,5298960,201361,37988,454311,246047,374245,49620,,msa,49620,,2024
