cbsa_code,origin,horizon,q10,q50,q90,lo,hi,q50_pct,lo_pct,hi_pct,model
10180,2026Q2,1,0.007673931773751974,0.024770468473434448,0.043845292180776596,-0.01966213108971715,0.07118135504424572,2.507980538675869,-1.9470092081846246,7.3775942895,windowmlp
10180,2026Q2,2,0.026344042271375656,0.050338175147771835,0.08218082040548325,-0.00604165717959404,0.11456651985645294,5.162667025412504,-0.6023443068455037,12.138723310078348,windowmlp
10180,2026Q2,4,0.06914474815130234,0.1070704311132431,0.15882878005504608,0.020463857799768448,0.20750967040657997,11.301264243827823,2.0674678147964087,23.060961727789152,windowmlp
10180,2026Q2,8,0.14558570086956024,0.21072667837142944,0.30754756927490234,0.043159302324056625,0.40997396782040596,23.457487292805123,4.410420983026264,50.67785598722174,windowmlp
10420,2026Q2,1,-0.0014746887609362602,0.01658647507429123,0.036034852266311646,-0.028810751624405384,0.06337091512978077,1.6724794336786308,-2.839967914875663,6.542194707080684,windowmlp
10420,2026Q2,2,0.00718530360609293,0.03261765465140343,0.0618588924407959,-0.025200395844876766,0.0942445918917656,3.315544153678518,-2.488551644332404,9.88284775870991,windowmlp
10420,2026Q2,4,0.028539568185806274,0.06759326159954071,0.11427353322505951,-0.020141322165727615,0.1629544235765934,6.993003833183908,-1.9939840704819134,17.698304578839053,windowmlp
10420,2026Q2,8,0.06759002804756165,0.13607710599899292,0.22105267643928528,-0.03483637049794197,0.3234790749847889,14.577023594761451,-3.423656928142549,38.192723911698764,windowmlp
10500,2026Q2,1,0.000902772881090641,0.01877223514020443,0.038281846791505814,-0.026433289982378483,0.06561790965497494,1.894954128605475,-2.6086988577329606,6.781863601796445,windowmlp
10500,2026Q2,2,0.01193576492369175,0.03703857585787773,0.06706929206848145,-0.020449934527277946,0.09945499151945114,3.77330515087535,-2.0242252718597586,10.456875465982973,windowmlp
10500,2026Q2,4,0.03917373716831207,0.07791736721992493,0.12598806619644165,-0.009507153183221817,0.17466895654797554,8.103332619014147,-0.9462103081506301,19.085192761959526,windowmlp
10500,2026Q2,8,0.08959881961345673,0.15720641613006592,0.24584439396858215,-0.01282757893204689,0.34827079251408577,17.023714479480766,-1.2745656205625067,41.66158067613013,windowmlp
10540,2026Q2,1,-0.004012906923890114,0.014238394796848297,0.03374693542718887,-0.03134896978735924,0.061082998290658,1.4340243553547127,-3.0862685584101213,6.298713664132083,windowmlp
10540,2026Q2,2,0.0023261941969394684,0.02795593813061714,0.05638632923364639,-0.030059505254030228,0.08877202868461609,2.835037238337801,-2.96122113414089,9.283149369333255,windowmlp
10540,2026Q2,4,0.018724072724580765,0.05803350359201431,0.1032043918967247,-0.029956817626953125,0.1518852822482586,5.975050056392206,-2.951255940562414,16.402669424709828,windowmlp
10540,2026Q2,8,0.0534287691116333,0.12237074971199036,0.20509138703346252,-0.048997629433870316,0.30751778557896614,13.01730354431423,-4.781661309048435,36.00449974745528,windowmlp
10580,2026Q2,1,0.0026602516882121563,0.02030458301305771,0.039623409509658813,-0.024675811175256968,0.06695947237312794,2.0512123352084854,-2.437385214023502,6.92521430445856,windowmlp
10580,2026Q2,2,0.015743626281619072,0.04055020958185196,0.07099903374910355,-0.016642073169350624,0.10338473320007324,4.138359582476814,-1.6504358878398628,10.891796457284375,windowmlp
10580,2026Q2,4,0.046704284846782684,0.0852397233247757,0.13420827686786652,-0.0019766055047512054,0.1828891672194004,8.897808885866777,-0.19746533065442273,20.06813258560718,windowmlp
10580,2026Q2,8,0.10223358124494553,0.16930118203163147,0.25951460003852844,-0.0001928173005580902,0.36194099858403206,18.447682834463208,-0.01927987124971109,43.61142066889396,windowmlp
10740,2026Q2,1,-0.0019187554717063904,0.01621377468109131,0.03579316288232803,-0.029254818335175514,0.06312922574579716,1.634593121176442,-2.8831038724117852,6.5164477011879995,windowmlp
10740,2026Q2,2,0.006266956217586994,0.031723763793706894,0.060917213559150696,-0.026118743233382702,0.09330291301012039,3.2232325976762954,-2.5780599221420175,9.779422106039771,windowmlp
10740,2026Q2,4,0.027073703706264496,0.06612114608287811,0.1126222014427185,-0.021607186645269394,0.1613030917942524,6.835613648756733,-2.1375423638069324,17.50410601502057,windowmlp
10740,2026Q2,8,0.0678461566567421,0.1364414393901825,0.22169026732444763,-0.03458024188876152,0.32411666586995125,14.618775435653175,-3.3989177956472716,38.28086242803208,windowmlp
10780,2026Q2,1,0.00039044301956892014,0.018117137253284454,0.03730214014649391,-0.026945619843900204,0.06463820300996304,1.828224818969315,-2.658582550016897,6.677299929684777,windowmlp
10780,2026Q2,2,0.011943125165998936,0.03676237910985947,0.0663149282336235,-0.02044257428497076,0.0987006276845932,3.7446472592519875,-2.023504143763688,10.373582214478283,windowmlp
10780,2026Q2,4,0.038929156959056854,0.07766544818878174,0.12495361268520355,-0.009751733392477036,0.17363450303673744,8.076102762200987,-0.9704339423294739,18.962068360384766,windowmlp
10780,2026Q2,8,0.09372580051422119,0.160525381565094,0.24884769320487976,-0.008700598031282425,0.3512740917503834,17.412757395786606,-0.8662857363007426,42.087672313259695,windowmlp
10900,2026Q2,1,0.0024601593613624573,0.02016196772456169,0.039591316133737564,-0.024875903502106667,0.06692737899720669,2.036659309886546,-2.456904791705583,6.921782768425522,windowmlp
10900,2026Q2,2,0.015186173841357231,0.040062062442302704,0.07052277773618698,-0.017199525609612465,0.10290847718715668,4.087537145552078,-1.7052458139699689,10.83899614666921,windowmlp
10900,2026Q2,4,0.04582875221967697,0.08439160138368607,0.13332870602607727,-0.0028521381318569183,0.18200959637761116,8.80548941943049,-0.28480746500171294,19.962570588589724,windowmlp
10900,2026Q2,8,0.10116437077522278,0.16839846968650818,0.25867316126823425,-0.001262027770280838,0.36109955981373787,18.34080689528981,-0.12612317481369706,43.49063127725148,windowmlp
11020,2026Q2,1,0.004416482988744974,0.021775485947728157,0.040852904319763184,-0.02291957987472415,0.06818896718323231,2.2014302137945307,-2.2658921495093742,7.056759150797243,windowmlp
11020,2026Q2,2,0.019892504438757896,0.044253915548324585,0.07502497732639313,-0.0124931950122118,0.10741067677736282,4.524772584555503,-1.2415479028379917,11.339140459641527,windowmlp
11020,2026Q2,4,0.055536095052957535,0.09387202560901642,0.14361177384853363,0.006855204701423645,0.19229266420006752,9.841916739814804,0.6878755401372505,21.202518144375993,windowmlp
11020,2026Q2,8,0.1217963695526123,0.18765312433242798,0.28039127588272095,0.01936997100710869,0.38281767442822456,20.641496676467685,1.955878603902761,46.64106415345801,windowmlp
11100,2026Q2,1,0.000731506384909153,0.018534287810325623,0.03792548552155495,-0.02660455647855997,0.06526154838502407,1.8707113807054032,-2.625377296368514,6.743817460763801,windowmlp
11100,2026Q2,2,0.012064041569828987,0.037030335515737534,0.06688939779996872,-0.02032165788114071,0.09927509725093842,3.772450026859131,-2.0116564619497845,10.437006694361472,windowmlp
11100,2026Q2,4,0.039241962134838104,0.0779665932059288,0.12577949464321136,-0.009438928216695786,0.17446038499474525,8.108654243132651,-0.9394521361292263,19.06035756838591,windowmlp
11100,2026Q2,8,0.09198341518640518,0.15937452018260956,0.24802011251449585,-0.010442983359098434,0.35044651105999947,17.277709313206003,-1.0388644725356833,41.97013194309049,windowmlp
11180,2026Q2,1,-0.00128950085490942,0.01671500876545906,0.0361376628279686,-0.028625563718378544,0.06347372569143772,1.6855486126473584,-2.821973385851173,6.553148933054098,windowmlp
11180,2026Q2,2,0.007783006876707077,0.03308602422475815,0.06234635412693024,-0.02460269257426262,0.09473205357789993,3.3639453449525236,-2.4302513113136914,9.936424494197627,windowmlp
11180,2026Q2,4,0.02995002269744873,0.06894595921039581,0.1156148761510849,-0.01873086765408516,0.1642957665026188,7.137830945408008,-1.8556535115982764,17.85628429589259,windowmlp
11180,2026Q2,8,0.07263392210006714,0.14075934886932373,0.22638580203056335,-0.029792476445436478,0.32881220057606697,15.114758967985242,-2.9353055246797766,38.93169181695364,windowmlp
11200,2026Q2,1,0.0016022007912397385,0.019105402752757072,0.03815336525440216,-0.025733862072229385,0.06548942811787128,1.9289078830352357,-2.540556836070351,6.768144985139446,windowmlp
11200,2026Q2,2,0.01416485384106636,0.038864314556121826,0.06852732598781586,-0.018220845609903336,0.10091302543878555,3.9629411501487244,-1.805584964431317,10.618042802205906,windowmlp
