epoch,train_loss,val_loss
1,0.010729528484319574,0.00838627734962601
2,0.009451174942571458,0.008629944217078979
3,0.009349288701746,0.009320517157051122
4,0.009291799651896117,0.008963788496529138
5,0.009289840053902718,0.008555185911387615
6,0.009287349076994238,0.009066351879070081
