vintage,cbsa_code,county_fips
2014,28940,47001
2014,28940,47009
2014,28940,47013
2014,28940,47057
2014,28940,47093
2014,28940,47105
2014,28940,47129
2014,28940,47145
2014,28940,47173
2014,29020,18067
2014,29060,33001
2014,29100,27055
2014,29100,55063
2014,29180,22001
2014,29180,22045
2014,29180,22055
2014,29180,22099
2014,29180,22113
2014,29200,18007
2014,29200,18015
2014,29200,18157
2014,29260,41061
2014,29300,13285
2014,29340,22019
2014,29340,22023
2014,29380,12023
2014,29404,17097
2014,29404,55059
2014,29420,04015
2014,29460,12105
2014,29500,48115
2014,29540,42071
2014,29620,26037
2014,29620,26045
2014,29620,26065
2014,29660,56001
2014,29700,48479
2014,29740,35013
2014,29780,35047
2014,29820,32003
2014,29860,28061
2014,29860,28067
2014,29900,37165
2014,29940,20045
2014,29980,47099
2014,30020,40031
2014,30020,40033
2014,30060,29105
2014,30140,42075
2014,30220,48219
2014,30260,42119
2014,30280,47117
2014,30300,16069
2014,30300,53003
2014,30340,23001
