vintage,county_fips,population
2014,20113,29308.0
2014,20139,16165.0
2014,20071,1223.0
2014,20031,8493.0
2014,20037,39277.0
2014,20051,28878.0
2014,20073,6495.0
2014,20099,21225.0
2014,20107,9551.0
2014,20173,503788.0
2014,20175,23319.0
2014,20157,4868.0
2014,20065,2602.0
2014,20091,560025.0
2014,20045,113703.0
2014,20179,2540.0
2014,20121,32765.0
2014,20199,1569.0
2014,20189,5744.0
2014,20183,3779.0
2014,20085,13464.0
2014,20095,7820.0
2014,20131,10136.0
2014,20209,159466.0
2014,20021,21179.0
2014,20027,8460.0
2014,20105,3180.0
2014,20191,23763.0
2014,20195,2959.0
2014,20205,9177.0
2014,20123,6324.0
2014,20135,3104.0
2014,20005,16737.0
2014,20011,14913.0
2014,20075,2632.0
2014,20103,77687.0
2014,20177,178600.0
2014,20203,2220.0
2014,20019,3572.0
2014,20137,5628.0
2014,20155,64223.0
2014,20029,9414.0
2014,20047,3006.0
2014,20081,4198.0
2014,20165,3222.0
2014,20171,4965.0
2014,20133,16453.0
2014,20143,6075.0
2014,20147,5560.0
2014,20007,4898.0
2014,20039,2915.0
2014,20087,18932.0
2014,21089,36656.0
2014,26105,28705.0
2014,26109,23838.0
2014,26117,63046.0
2014,26113,14986.0
2014,26149,60998.0
2014,26147,161008.0
2014,26159,75569.0
2014,26161,351454.0
2014,26011,15564.0
2014,26015,59107.0
2014,26027,52001.0
2014,26071,11615.0
2014,26019,17450.0
2014,26143,24141.0
2014,26153,8345.0
2014,26163,1790078.0
2014,26023,43965.0
2014,26055,88981.0
2014,26075,159927.0
2014,26049,418654.0
2014,26009,23368.0
2014,26093,183264.0
2014,26069,25504.0
2014,26101,24545.0
2014,26119,9506.0
2014,26051,25599.0
2014,26107,43226.0
2014,26103,67535.0
2014,26133,23327.0
2014,26137,24126.0
2014,26031,25821.0
2014,26095,6512.0
2014,26099,849344.0
2014,26155,69553.0
2014,26013,8740.0
2014,26029,26038.0
2014,26045,108081.0
2014,26053,16042.0
2014,26047,32922.0
2014,27093,23147.0
2014,27113,14041.0
2014,27131,64829.0
2014,27167,6561.0
2014,27125,4071.0
2014,27027,60249.0
2014,27043,14337.0
2014,27045,20842.0
2014,27075,10791.0
2014,27119,31630.0
2014,27135,15545.0
2014,27143,15096.0
2014,27165,11151.0
2014,27005,32971.0
2014,27011,5180.0
2014,27015,25513.0
2014,27021,28499.0
2014,21111,751485.0
2014,21069,14505.0
2014,21043,27439.0
2014,21063,7781.0
2014,21123,14149.0
2014,21161,17398.0
2014,72077,40284.0
2014,72001,19188.0
2014,72067,17023.0
2014,72105,30034.0
2014,72013,93969.0
2014,72054,12565.0
2014,72099,39349.0
2014,72123,30506.0
2014,72153,40391.0
2014,72023,50706.0
2014,72083,9521.0
