cbsa_code,name,cbsa_type,land_sqmi,lat,lon
15180,"Brownsville-Harlingen, TX Metro Area",1,891.721,26.102923,-97.478958
15340,"Bucyrus, OH Micro Area",2,401.786,40.848524,-82.924783
15380,"Buffalo-Cheektowaga, NY Metro Area",1,1565.111,43.044371,-78.777335
15460,"Burlington, IA-IL Micro Area",2,794.922,40.863823,-91.069976
15500,"Burlington, NC Metro Area",1,423.463,36.043954,-79.400573
15540,"Burlington-South Burlington, VT Metro Area",1,1249.58,44.689115,-73.041175
15660,"Calhoun, GA Micro Area",2,356.457,34.509667,-84.873862
15700,"Cambridge, MD Micro Area",2,540.765,38.429196,-76.047433
15740,"Cambridge, OH Micro Area",2,522.242,40.056665,-81.497875
15860,"Ca̱on City, CO Micro Area",2,1533.835,38.45517,-105.424958
15900,"Canton, IL Micro Area",2,865.683,40.46524,-90.202269
15940,"Canton-Massillon, OH Metro Area",1,969.818,40.711051,-81.261468
15980,"Cape Coral-Fort Myers, FL Metro Area",1,781.154,26.563273,-81.984182
16020,"Cape Girardeau, MO-IL Metro Area",1,1431.815,37.325936,-89.762639
16060,"Carbondale, IL Micro Area",2,583.57,37.786096,-89.381212
16180,"Carson City, NV Metro Area",1,144.534,39.15306,-119.747368
16300,"Cedar Rapids, IA Metro Area",1,2008.734,42.086289,-91.631095
16340,"Cedartown, GA Micro Area",2,310.34,33.996015,-85.188338
16380,"Celina, OH Micro Area",2,462.447,40.535333,-84.632059
16460,"Centralia, IL Micro Area",2,572.538,38.648236,-88.920362
16500,"Centralia, WA Micro Area",2,2402.782,46.580071,-122.377444
16540,"Chambersburg, PA Metro Area",1,772.279,39.926772,-77.724521
16580,"Champaign-Urbana, IL Metro Area",1,1920.889,40.234489,-88.298623
16620,"Charleston, WV Metro Area",1,1746.045,38.283213,-81.492557
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",1,5597.287,35.166342,-80.797285
16860,"Chattanooga, TN-GA Metro Area",1,2092.718,35.049361,-85.361158
16980,"Chicago-Naperville-Elgin, IL-IN Metro Area",1,6923.135,41.75878,-87.841887
17060,"Chillicothe, OH Micro Area",2,689.166,39.323895,-83.059538
17140,"Cincinnati, OH-KY-IN Metro Area",1,4385.186,39.078595,-84.463535
17220,"Clarksburg, WV Micro Area",2,908.504,39.28835,-80.43153
17260,"Clarksdale, MS Micro Area",2,553.102,34.230316,-90.60401
17410,"Cleveland, OH Metro Area",1,2701.449,41.667548,-81.43052
17420,"Cleveland, TN Metro Area",1,763.367,35.138117,-84.655079
17500,"Clewiston, FL Micro Area",2,1962.772,26.739191,-81.184001
17540,"Clinton, IA Micro Area",2,694.959,41.898073,-90.534243
17620,"Coamo, PR Micro Area",2,112.063,18.028709,-66.369763
17640,"Coco, PR Micro Area",2,69.404,17.971485,-66.262252
17660,"Coeur d'Alene, ID Metro Area",1,1237.78,47.675957,-116.695919
17860,"Columbia, MO Metro Area",1,1714.098,38.986523,-92.585236
17900,"Columbia, SC Metro Area",1,3703.126,34.077585,-81.037845
17980,"Columbus, GA-AL Metro Area",1,2786.101,32.419377,-84.843709
18020,"Columbus, IN Metro Area",1,406.94,39.205843,-85.897999
18060,"Columbus, MS Micro Area",2,1200.63,33.251133,-88.506349
18140,"Columbus, OH Metro Area",1,4797.445,39.968562,-82.835911
18180,"Concord, NH Micro Area",2,932.891,43.299579,-71.680041
18220,"Connersville, IN Micro Area",2,215.021,39.639654,-85.185034
18340,"Corbin, KY Micro Area",2,1727.251,36.985916,-83.966066
18420,"Corinth, MS Micro Area",2,400.044,34.886569,-88.581109
18460,"Cornelia, GA Micro Area",2,276.867,34.634392,-83.525875
18500,"Corning, NY Micro Area",2,1390.51,42.266725,-77.385525
18580,"Corpus Christi, TX Metro Area",1,1784.677,27.894817,-97.401668
18620,"Corsicana, TX Micro Area",2,1009.702,32.048448,-96.476909
18660,"Cortland, NY Micro Area",2,498.774,42.594039,-76.07624
18700,"Corvallis, OR Metro Area",1,675.208,44.493882,-123.424664
18740,"Coshocton, OH Micro Area",2,563.911,40.29671,-81.930109
18820,"Crawfordsville, IN Micro Area",2,504.652,40.040296,-86.892715
18860,"Crescent City, CA Micro Area",2,1006.202,41.749903,-123.980998
18980,"Cullman, AL Micro Area",2,734.747,34.131923,-86.869267
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",1,8675.986,32.849171,-96.970489
19140,"Dalton, GA Metro Area",1,634.939,34.796956,-84.856279
19180,"Danville, IL Micro Area",2,898.32,40.186754,-87.726778
19300,"Daphne-Fairhope-Foley, AL Metro Area",1,1589.884,30.659218,-87.746067
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",1,2269.898,41.39168,-90.460076
19430,"Dayton-Kettering-Beavercreek, OH Metro Area",1,1281.565,39.829746,-84.140992
19460,"Decatur, AL Metro Area",1,1270.359,34.489361,-87.097147
19540,"Decatur, IN Micro Area",2,338.925,40.74573,-84.936134
