cbsa_code,name,cbsa_type,land_sqmi,lat,lon
35220,"New Castle, IN Micro Area",2,391.877,39.929591,-85.397363
35300,"New Haven, CT Metro Area",1,367.252,41.290167,-72.837024
35340,"New Iberia, LA Micro Area",2,574.74,29.606013,-91.842706
35380,"New Orleans-Metairie, LA Metro Area",1,2358.552,29.282447,-89.576068
35420,"New Philadelphia-Dover, OH Micro Area",2,567.565,40.447439,-81.471166
35460,"Newport, TN Micro Area",2,436.135,35.916198,-83.119224
35580,"New Ulm, MN Micro Area",2,611.109,44.246541,-94.733647
35620,"New York-Newark-Jersey City, NY-NJ Metro Area",1,6139.619,40.735425,-73.80773
35660,"Niles, MI Metro Area",1,567.795,41.791382,-86.742543
35700,"Nogales, AZ Micro Area",2,1236.26,31.525733,-110.845228
35840,"North Port-Bradenton-Sarasota, FL Metro Area",1,1298.788,27.329055,-82.414533
35940,"Norwalk, OH Micro Area",2,492.244,41.14508,-82.594641
35980,"Norwich-New London-Willimantic, CT Metro Area",1,598.139,41.484769,-72.101666
36020,"Oak Harbor, WA Micro Area",2,208.474,48.158554,-122.670649
36180,"Ocean Pines, MD Micro Area",2,468.298,38.222133,-75.309931
36220,"Odessa, TX Metro Area",1,897.884,31.865301,-102.542507
36260,"Ogden, UT Metro Area",1,1544.973,41.124342,-111.866933
36380,"Okeechobee, FL Micro Area",2,769.286,27.385592,-80.887388
36420,"Oklahoma City, OK Metro Area",1,5511.75,35.430968,-97.506966
36460,"Olean, NY Micro Area",2,1308.183,42.239099,-78.662332
36500,"Olympia-Lacey-Tumwater, WA Metro Area",1,722.501,46.935822,-122.830152
36540,"Omaha, NE-IA Metro Area",1,4345.662,41.290459,-95.99997
36620,"Ontario, OR-ID Micro Area",2,10294.587,43.225869,-117.619933
36660,"Opelousas, LA Micro Area",2,923.378,30.583441,-91.989274
36700,"Orangeburg, SC Micro Area",2,1106.379,33.436135,-80.802913
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",1,3492.04,28.434398,-81.35606
36780,"Oshkosh-Neenah, WI Metro Area",1,434.697,44.085707,-88.668149
36820,"Oskaloosa, IA Micro Area",2,570.851,41.330797,-92.636366
36837,"Ottawa, IL Micro Area",2,2164.306,41.356488,-89.173385
36830,"Othello, WA Micro Area",2,1924.989,47.011238,-118.512861
36840,"Ottawa, KS Micro Area",2,571.772,38.558019,-95.278962
36940,"Owatonna, MN Micro Area",2,429.548,44.015261,-93.220453
37020,"Owosso, MI Micro Area",2,530.967,42.951545,-84.146352
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",1,1840.78,34.358748,-119.133145
37120,"Ozark, AL Micro Area",2,561.113,31.430654,-85.609476
37140,"Paducah, KY-IL Metro Area",1,1235.454,37.094234,-88.71705
37220,"Pahrump, NV Micro Area",2,18181.914,37.965864,-116.459011
37260,"Palatka, FL Micro Area",2,728.392,29.593896,-81.732039
37500,"Paragould, AR Micro Area",2,577.34,36.120607,-90.566346
37620,"Parkersburg-Vienna, WV Metro Area",1,599.011,39.141531,-81.460402
37740,"Payson, AZ Micro Area",2,4757.578,33.789618,-110.81187
37800,"Pella, IA Micro Area",2,554.49,41.331433,-93.093868
37900,"Peoria, IL Metro Area",1,2467.649,40.788069,-89.514639
37940,"Peru, IN Micro Area",2,373.842,40.772883,-86.044258
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1,4603.223,39.894958,-75.311982
38060,"Phoenix-Mesa-Chandler, AZ Metro Area",1,14568.693,33.185765,-112.067862
38100,"Picayune, MS Micro Area",2,811.325,30.774793,-89.586904
38220,"Pine Bluff, AR Micro Area",2,1470.256,34.121115,-92.041969
38240,"Pinehurst-Southern Pines, NC Metro Area",1,697.627,35.308273,-79.492723
38300,"Pittsburgh, PA Metro Area",1,5640.319,40.471332,-79.863986
38380,"Plainview, TX Micro Area",2,1996.823,34.066933,-101.571422
38500,"Plymouth, IN Micro Area",2,443.618,41.325003,-86.269036
38660,"Ponce, PR Metro Area",1,365.501,18.022864,-66.645703
38700,"Pontiac, IL Micro Area",2,1043.628,40.894376,-88.552852
38860,"Portland-South Portland, ME Metro Area",1,2081.372,43.651417,-70.418375
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1,6687.393,45.600622,-122.484378
38920,"Port Lavaca, TX Micro Area",2,506.932,28.441719,-96.579574
38940,"Port St. Lucie, FL Metro Area",1,1115.697,27.228046,-80.425388
39020,"Portsmouth, OH Micro Area",2,610.155,38.814889,-82.998675
39300,"Providence-Warwick, RI-MA Metro Area",1,1587.005,41.70684,-71.286687
39340,"Provo-Orem-Lehi, UT Metro Area",1,5396.273,39.872067,-112.359059
39380,"Pueblo, CO Metro Area",1,2386.591,38.162765,-104.484668
39420,"Pullman, WA Micro Area",2,2159.262,46.905944,-117.53539
39460,"Punta Gorda, FL Metro Area",1,681.117,26.906396,-82.003657
39480,"Putnam, CT Micro Area",2,553.895,41.842375,-71.972655
39500,"Quincy, IL-MO Micro Area",2,1360.169,40.027165,-91.389838
39540,"Racine-Mount Pleasant, WI Metro Area",1,332.611,42.780392,-87.771599
39580,"Raleigh-Cary, NC Metro Area",1,2118.426,35.756746,-78.460441
39660,"Rapid City, SD Metro Area",1,7804.642,44.195108,-102.916612
39700,"Raymondville, TX Micro Area",2,590.613,26.481861,-97.594731
39740,"Reading, PA Metro Area",1,856.404,40.413957,-75.92686
39780,"Red Bluff, CA Micro Area",2,2949.137,40.126157,-122.232274
39820,"Redding, CA Metro Area",1,3775.651,40.760514,-122.043556
39860,"Red Wing, MN Micro Area",2,756.713,44.406178,-92.716
39900,"Reno, NV Metro Area",1,8582.727,40.251057,-119.555507
39940,"Rexburg, ID Micro Area",2,2333.227,44.142753,-111.508107
39980,"Richmond, IN Micro Area",2,401.755,39.863091,-85.006735
40080,"Richmond-Berea, KY Micro Area",2,1007.582,37.59662,-84.205586
40090,"Rifle, CO Micro Area",2,3918.127,39.509466,-107.667061
40100,"Rio Grande City-Roma, TX Micro Area",2,1223.179,26.530903,-98.740235
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1,27277.421,34.538476,-116.134541
40260,"Roanoke Rapids, NC Micro Area",2,1260.448,36.320576,-77.542757
40300,"Rochelle, IL Micro Area",2,758.654,42.041884,-89.320176
40340,"Rochester, MN Metro Area",1,2477.172,43.94981,-92.33066
40380,"Rochester, NY Metro Area",1,2927.766,43.184718,-77.556558
40420,"Rockford, IL Metro Area",1,793.799,42.331183,-89.042914
40460,"Rockingham, NC Micro Area",2,473.689,35.004636,-79.755695
40580,"Rocky Mount, NC Metro Area",1,1045.88,35.941045,-77.798549
40660,"Rome, GA Metro Area",1,509.833,34.26369,-85.213685
40770,"Russellville, AL Micro Area",2,633.959,34.441989,-87.842814
40820,"Ruston, LA Micro Area",2,471.636,32.601823,-92.662303
40900,"Sacramento-Roseville-Folsom, CA Metro Area",1,5093.183,38.790272,-121.005643
40980,"Saginaw, MI Metro Area",1,800.807,43.328267,-84.05541
41060,"St. Cloud, MN Metro Area",1,1751.185,45.593031,-94.488363
41140,"St. Joseph, MO-KS Metro Area",1,1655.717,39.834843,-94.783754
41180,"St. Louis, MO-IL Metro Area",1,7863.524,38.740211,-90.345825
41400,"Salem, OH Micro Area",2,531.917,40.770073,-80.778455
41420,"Salem, OR Metro Area",1,1921.764,44.903385,-122.901757
41540,"Salisbury, MD Metro Area",1,694.176,38.197279,-75.769252
41620,"Salt Lake City-Murray, UT Metro Area",1,7793.122,40.572887,-112.953253
41700,"San Antonio-New Braunfels, TX Metro Area",1,7313.235,29.43306,-98.606973
41780,"Sandusky, OH Metro Area",1,505.99,41.519606,-82.794568
41820,"Sanford, NC Micro Area",2,255.072,35.476336,-79.172117
41860,"San Francisco-Oakland-Fremont, CA Metro Area",1,2469.803,37.773718,-122.274432
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1,2679.735,36.908472,-121.371372
41980,"San Juan-BayamÃ³n-Caguas, PR Metro Area",1,1438.219,18.294453,-66.036844
42100,"Santa Cruz-Watsonville, CA Metro Area",1,445.106,37.012347,-122.007789
42140,"Santa Fe, NM Metro Area",1,1910.38,35.514531,-105.963972
42340,"Savannah, GA Metro Area",1,1349.112,32.109256,-81.273287
42460,"Scottsboro, AL Micro Area",2,1078.014,34.764114,-85.980056
42620,"Searcy, AR Micro Area",2,1033.966,35.255118,-91.753034
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1,5870.215,47.490552,-121.833977
42680,"Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",1,502.553,27.700528,-80.574789
42780,"Selinsgrove, PA Micro Area",2,328.784,40.755412,-77.07302
42820,"Selma, AL Micro Area",2,978.738,32.333526,-87.11436
42860,"Seneca, SC Micro Area",2,626.566,34.748766,-83.06154
42900,"Seneca Falls, NY Micro Area",2,323.698,42.782294,-76.827088
42940,"Sevierville, TN Micro Area",2,592.518,35.787822,-83.5249
42980,"Seymour, IN Micro Area",2,509.978,38.911957,-86.042516
43020,"Shawano, WI Micro Area",2,1250.84,44.851643,-88.745543
43060,"Shawnee, OK Micro Area",2,787.793,35.211391,-96.957004
43140,"Shelby-Kings Mountain, NC Micro Area",2,464.253,35.33463,-81.557114
43180,"Shelbyville, TN Micro Area",2,473.639,35.51366,-86.458294
43220,"Shelton, WA Micro Area",2,959.553,47.350832,-123.173103
43300,"Sherman-Denison, TX Metro Area",1,932.832,33.624548,-96.675777
43340,"Shreveport-Bossier City, LA Metro Area",1,2595.604,32.437682,-93.744884
43380,"Sidney, OH Micro Area",2,407.694,40.33668,-84.204142
43460,"Sikeston, MO Micro Area",2,831.602,36.94283,-89.427601
43580,"Sioux City, IA-NE-SD Metro Area",1,1597.929,42.508037,-96.311314
43640,"Slidell-Mandeville-Covington, LA Metro Area",1,845.267,30.410022,-89.951962
43740,"Somerset, PA Micro Area",2,1075.047,39.981297,-79.028486
43780,"South Bend-Mishawaka, IN-MI Metro Area",1,947.906,41.774981,-86.123014
43890,"Sparta, WI Micro Area",2,900.904,43.945175,-90.619969
43900,"Spartanburg, SC Metro Area",1,1322.011,34.83462,-81.842401
43940,"Spearfish, SD Micro Area",2,800.053,44.348514,-103.806362
43980,"Spencer, IA Micro Area",2,567.238,43.081224,-95.149875
44020,"Spirit Lake, IA Micro Area",2,380.532,43.389611,-95.196057
44060,"Spokane-Spokane Valley, WA Metro Area",1,4241.327,48.091618,-117.663472
44100,"Springfield, IL Metro Area",1,1182.621,39.828621,-89.696067
44140,"Springfield, MA Metro Area",1,617.005,42.136198,-72.635648
44220,"Springfield, OH Metro Area",1,395.879,39.917032,-83.783676
44260,"Starkville, MS Micro Area",2,879.397,33.514617,-89.077508
44300,"State College, PA Metro Area",1,1107.259,40.909322,-77.847667
44340,"Statesboro, GA Micro Area",2,858.855,32.351704,-81.775036
44420,"Staunton-Stuarts Draft, VA Metro Area",1,1001.964,38.160958,-79.127632
44580,"Sterling, IL Micro Area",2,684.099,41.750673,-89.911005
44620,"Stevens Point-Plover, WI Micro Area",2,800.874,44.476246,-89.49807
44700,"Stockton-Lodi, CA Metro Area",1,1392.238,37.934982,-121.272244
44780,"Sturgis, MI Micro Area",2,500.639,41.911488,-85.52287
44860,"Sulphur Springs, TX Micro Area",2,767.431,33.148967,-95.565434
44900,"Summerville, GA Micro Area",2,313.327,34.474178,-85.345289
44940,"Sumter, SC Metro Area",1,665.078,33.91614,-80.382376
44980,"Sunbury, PA Micro Area",2,588.009,40.885514,-76.712649
45020,"Sweetwater, TX Micro Area",2,911.997,32.312338,-100.418108
45060,"Syracuse, NY Metro Area",1,2384.863,43.006516,-76.196134
45180,"Talladega-Sylacauga, AL Micro Area",2,1387.727,33.186086,-86.197757
45220,"Tallahassee, FL Metro Area",1,2389.3,30.346366,-84.267001
45380,"Taylorville, IL Micro Area",2,709.483,39.545524,-89.279593
45580,"Thomaston, GA Micro Area",2,323.467,32.881837,-84.292283
45660,"Tiffin, OH Micro Area",2,551.026,41.119992,-83.127547
45860,"Torrington, CT Micro Area",2,786.642,41.854809,-73.221494
45940,"Trenton-Princeton, NJ Metro Area",1,224.482,40.282503,-74.703724
46020,"Truckee-Grass Valley, CA Micro Area",2,957.76,39.297508,-120.771343
46060,"Tucson, AZ Metro Area",1,9188.683,32.128038,-111.783657
46100,"Tullahoma-Manchester, TN Micro Area",2,558.186,35.44674,-86.134324
46140,"Tulsa, OK Metro Area",1,6270.277,36.254442,-96.177298
46180,"Tupelo, MS Micro Area",2,1397.745,34.384239,-88.508626
46340,"Tyler, TX Metro Area",1,921.485,32.375105,-95.268939
46460,"Union City, TN Micro Area",2,544.848,36.361892,-89.148078
46500,"Urbana, OH Micro Area",2,428.977,40.132775,-83.767604
46580,"Utuado, PR Micro Area",2,113.54,18.270865,-66.702989
46700,"Vallejo, CA Metro Area",1,821.736,38.267226,-121.939594
46780,"Van Wert, OH Micro Area",2,409.15,40.85552,-84.585775
46980,"Vicksburg, MS Micro Area",2,588.536,32.356095,-90.852384
47020,"Victoria, TX Metro Area",1,1734.098,28.731455,-97.196993
47220,"Vineland, NJ Metro Area",1,483.38,39.328434,-75.121628
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1,3201.874,36.837289,-76.391849
47420,"Wahpeton, ND-MN Micro Area",2,2186.712,46.29395,-96.790701
47460,"Walla Walla, WA Metro Area",1,1270.033,46.254606,-118.48037
47540,"Wapakoneta, OH Micro Area",2,401.388,40.561309,-84.224018
47580,"Warner Robins, GA Metro Area",1,526.439,32.492806,-83.711084
47660,"Warrensburg, MO Micro Area",2,829.262,38.741528,-93.811863
47700,"Warsaw, IN Micro Area",2,531.446,41.244293,-85.861575
47820,"Washington, NC Micro Area",2,832.736,35.482313,-76.842014
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",1,6033.706,38.829787,-77.495684
47920,"Washington Court House, OH Micro Area",2,406.361,39.555246,-83.461893
47930,"Waterbury-Shelton, CT Metro Area",1,412.784,41.518931,-73.087906
48020,"Watertown-Fort Atkinson, WI Micro Area",2,556.493,43.013804,-88.773985
48140,"Wausau, WI Metro Area",1,1545.238,44.898036,-89.757823
48200,"Waynesville, NC Micro Area",2,553.56,35.558882,-82.981307
48220,"Weatherford, OK Micro Area",2,1991.868,35.449463,-98.991295
48260,"Weirton-Steubenville, WV-OH Metro Area",1,579.93,40.388914,-80.701966
48580,"Whitewater-Elkhorn, WI Micro Area",2,555.433,42.66811,-88.541731
48620,"Wichita, KS Metro Area",1,4148.141,37.637896,-97.246287
48680,"Wildwood-The Villages, FL Metro Area",1,557.144,28.713326,-82.069522
48700,"Williamsport, PA Metro Area",1,1228.92,41.343882,-77.055262
48940,"Wilmington, OH Micro Area",2,408.731,39.416681,-83.804583
48980,"Wilson, NC Micro Area",2,367.574,35.700357,-77.921598
49010,"Winchester, TN Micro Area",2,550.573,35.155926,-86.099203
49020,"Winchester, VA-WV Metro Area",1,1062.73,39.272974,-78.471828
49100,"Winona, MN Micro Area",2,626.191,43.981353,-91.777044
49180,"Winston-Salem, NC Metro Area",1,2009.006,36.078852,-80.345064
49220,"Wisconsin Rapids-Marshfield, WI Micro Area",2,793.02,44.461413,-90.038825
49300,"Wooster, OH Micro Area",2,554.789,40.829661,-81.887194
49340,"Worcester, MA Metro Area",1,1510.678,42.311693,-71.940282
49620,"York-Hanover, PA Metro Area",1,904.352,39.921751,-76.728889
49660,"Youngstown-Warren, OH Metro Area",1,1029.078,41.195092,-80.76508
49700,"Yuba City, CA Metro Area",1,1234.702,39.160969,-121.511833
49780,"Zanesville, OH Micro Area",2,664.546,39.966046,-81.943506
45000,"Susanville, CA Micro Area",2,4541.369,40.715287,-120.621223
17020,"Chico, CA Metro Area",1,1636.512,39.665336,-121.603209
26020,"Hobbs, NM Micro Area",2,4391.552,32.795687,-103.413271
34020,"Morgan City, LA Micro Area",2,558.528,29.629349,-91.463804
35020,"Natchez, MS-LA Micro Area",2,1677.982,31.542918,-91.382533
42020,"San Luis Obispo-Paso Robles, CA Metro Area",1,3300.842,35.388189,-120.448897
39040,"Port Townsend, WA Micro Area",2,1803.728,47.805708,-123.527057
11060,"Altus, OK Micro Area",2,802.653,34.594006,-99.412235
19060,"Cumberland, MD-WV Micro Area",2,750.081,39.532185,-78.807082
20060,"Douglas, GA Micro Area",2,934.969,31.459541,-82.867327
25060,"Gulfport-Biloxi, MS Metro Area",1,2215.911,30.480153,-88.999297
28060,"Kalispell, MT Micro Area",2,5087.302,48.295422,-114.052059
30060,"Lebanon, MO Micro Area",2,764.627,37.659698,-92.594843
34060,"Morgantown, WV Metro Area",1,1008.907,39.525155,-79.801912
35060,"Natchitoches, LA Micro Area",2,1253.008,31.732509,-93.082546
37060,"Oxford, MS Micro Area",2,1098.848,34.221062,-89.584602
39060,"Pottsville, PA Micro Area",2,778.579,40.703682,-76.217788
40060,"Richmond, VA Metro Area",1,4364.346,37.412237,-77.44372
48060,"Watertown-Fort Drum, NY Metro Area",1,1267.93,43.996389,-76.052968
47080,"Vidalia, GA Micro Area",2,605.16,32.154218,-82.411379
49080,"Winnemucca, NV Micro Area",2,9640.792,41.407914,-118.127591
10100,"Aberdeen, SD Micro Area",2,2839.011,45.519435,-98.7007
15100,"Brookings, SD Micro Area",2,792.217,44.376675,-96.797797
16100,"Carlsbad-Artesia, NM Micro Area",2,4176.348,32.457835,-104.306434
18100,"Columbus, NE Micro Area",2,1086.578,41.574696,-97.353145
25100,"Guymon, OK Micro Area",2,2041.293,36.746317,-101.483855
27100,"Jackson, MI Metro Area",1,701.903,42.248474,-84.420868
32100,"Marquette, MI Micro Area",2,1809.068,46.656596,-87.584028
36100,"Ocala, FL Metro Area",1,1588.434,29.202805,-82.0431
41100,"St. George, UT Metro Area",1,2427.589,37.262531,-113.4878
43100,"Sheboygan, WI Metro Area",1,511.519,43.738713,-87.731531
10140,"Aberdeen, WA Micro Area",2,1901.464,47.113732,-123.826735
11140,"Americus, GA Micro Area",2,649.786,32.098355,-84.224304
13140,"Beaumont-Port Arthur, TX Metro Area",1,2101.107,30.075928,-94.202705
14140,"Bluefield, WV-VA Micro Area",2,937.753,37.248463,-81.359375
16140,"Carroll, IA Micro Area",2,569.453,42.039502,-94.86765
20140,"Dublin, GA Micro Area",2,1110.355,32.530355,-82.856622
22140,"Farmington, NM Metro Area",1,5517.232,36.511624,-108.324578
24140,"Goldsboro, NC Metro Area",1,553.922,35.35419,-78.00867
26140,"Homosassa Springs, FL Metro Area",1,581.934,28.850292,-82.595552
32140,"Marshall, MN Micro Area",2,714.411,44.409195,-95.847268
45140,"Tahlequah, OK Micro Area",2,749.127,35.904367,-94.996796
30150,"Lebanon-Claremont, NH-VT Micro Area",2,3902.627,43.785726,-72.159142
39150,"Prescott Valley-Prescott, AZ Metro Area",1,8122.932,34.631071,-112.577225
14180,"Blytheville, AR Micro Area",2,902.093,35.766944,-90.052207
21180,"Elkins, WV Micro Area",2,1039.7,38.781095,-79.867788
27180,"Jackson, TN Metro Area",1,1711.184,35.753215,-88.882692
28180,"Kapaa, HI Micro Area",2,619.84,22.012038,-159.705965
32180,"Marshall, MO Micro Area",2,755.51,39.13584,-93.204164
38180,"Pierre, SD Micro Area",2,2185.963,44.404897,-100.484817
40180,"Riverton, WY Micro Area",2,9183.597,43.054831,-108.608935
44180,"Springfield, MO Metro Area",1,3006.973,37.36087,-93.180262
47180,"Vincennes, IN Micro Area",2,515.831,38.688381,-87.420358
48180,"Waycross, GA Micro Area",2,1239.705,31.133114,-82.36865
25200,"Hailey, ID Micro Area",2,4913.336,43.325486,-114.19734
42200,"Santa Maria-Santa Barbara, CA Metro Area",1,2733.941,34.536677,-120.038364
38210,"Pikeville, KY Micro Area",2,1179.522,37.499366,-82.509794
10220,"Ada, OK Micro Area",2,720.353,34.721421,-96.691804
13220,"Beckley, WV Metro Area",1,1266.924,37.905659,-81.163748
15220,"Brownwood, TX Micro Area",2,944.452,31.764137,-98.998456
16220,"Casper, WY Metro Area",1,5340.537,42.977645,-106.768219
20220,"Dubuque, IA Metro Area",1,608.299,42.463481,-90.878771
19220,"Danville, KY Micro Area",2,513.24,37.507848,-84.735684
21220,"Elko, NV Micro Area",2,21348.991,40.906086,-115.554577
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",1,2623.433,36.116394,-94.079545
24220,"Grand Forks, ND-MN Metro Area",1,3407.215,47.835929,-96.842681
26220,"Hood River, OR Micro Area",2,522.194,45.511775,-121.655976
27220,"Jackson, WY-ID Micro Area",2,4445.936,44.048662,-110.426087
31220,"Ludington, MI Micro Area",2,494.969,43.957196,-86.442937
34220,"Moultrie, GA Micro Area",2,547.067,31.189707,-83.769773
39220,"Price, UT Micro Area",2,1479.343,39.673284,-110.588484
40220,"Roanoke, VA Metro Area",1,1867.572,37.286226,-79.946935
42220,"Santa Rosa-Petaluma, CA Metro Area",1,1575.337,38.525182,-122.92611
46220,"Tuscaloosa, AL Metro Area",1,3493.279,33.097877,-87.799147
47240,"Vineyard Haven, MA Micro Area",2,103.202,41.38097,-70.701499
12260,"Augusta-Richmond County, GA-SC Metro Area",1,3480.699,33.460371,-81.982833
11260,"Anchorage, AK Metro Area",1,26414.402,62.212784,-149.678222
15260,"Brunswick-St. Simons, GA Metro Area",1,1294.205,31.301739,-81.588909
16260,"Cedar City, UT Micro Area",2,3296.167,37.909304,-113.30674
18260,"Cookeville, TN Micro Area",2,1520.082,36.190707,-85.463759
19260,"Danville, VA Micro Area",2,1011.805,36.811853,-79.400122
21260,"Ellensburg, WA Micro Area",2,2297.291,47.124441,-120.676709
22260,"Fergus Falls, MN Micro Area",2,1971.635,46.405727,-95.714581
24260,"Grand Island, NE Metro Area",1,1603.593,41.083926,-98.374218
28260,"Kearney, NE Micro Area",2,1484.439,40.738595,-99.031788
31260,"Lufkin, TX Micro Area",2,797.865,31.251896,-94.611134
29260,"La Grande, OR Micro Area",2,2036.941,45.304081,-117.999149
34260,"Mountain Home, AR Micro Area",2,553.931,36.280268,-92.329949
32260,"Marshalltown, IA Micro Area",2,572.503,42.0417,-92.981403
38260,"Pittsburg, KS Micro Area",2,589.771,37.505821,-94.853897
41260,"St. Marys, PA Micro Area",2,826.901,41.427332,-78.653937
43260,"Sheridan, WY Micro Area",2,2523.361,44.781369,-106.881211
49260,"Woodward, OK Micro Area",2,1242.786,36.425619,-99.273661
12300,"Augusta-Waterville, ME Micro Area",2,867.471,44.417012,-69.765764
13300,"Beeville, TX Micro Area",2,880.239,28.416077,-97.742586
18300,"Coos Bay-North Bend, OR Micro Area",2,1596.044,43.18591,-124.094133
17300,"Clarksville, TN-KY Metro Area",1,2158.038,36.69571,-87.624307
20300,"Dumas, TX Micro Area",2,899.698,35.835676,-101.890502
24300,"Grand Junction, CO Metro Area",1,3328.721,39.019524,-108.460571
30300,"Lewiston, ID-WA Metro Area",1,1484.396,46.251696,-116.925017
32300,"Martinsville, VA Micro Area",2,393.307,36.682503,-79.872564
33300,"Milledgeville, GA Micro Area",2,258.699,33.05949,-83.255457
37300,"Palestine, TX Micro Area",2,1062.617,31.841261,-95.661727
42300,"Sault Ste. Marie, MI Micro Area",2,1558.513,46.321819,-84.52063
46300,"Twin Falls, ID Metro Area",1,2519.257,42.440397,-114.568729
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",1,2515.9,28.120541,-82.525188
47300,"Visalia, CA Metro Area",1,4823.9,36.228834,-118.781055
48300,"Wenatchee-East Wenatchee, WA Metro Area",1,4740.422,47.76611,-120.270197
43320,"Show Low, AZ Micro Area",2,9949.496,35.390785,-110.321025
17340,"Clearlake, CA Micro Area",2,1255.1,39.108009,-122.745217
22340,"Fitzgerald, GA Micro Area",2,250.118,31.740772,-83.147197
26340,"Houghton, MI Micro Area",2,1549.215,47.367297,-88.351332
27340,"Jacksonville, NC Metro Area",1,762.085,34.763109,-77.499469
31340,"Lynchburg, VA Metro Area",1,2120.476,37.364926,-79.216689
32340,"Maryville, MO Micro Area",2,876.964,40.361136,-94.883146
36340,"Oil City, PA Micro Area",2,674.265,41.400714,-79.765813
38340,"Pittsfield, MA Metro Area",1,926.874,42.371493,-73.217928
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",1,1014.967,28.298311,-80.700333
45340,"Taos, NM Micro Area",2,2202.373,36.577183,-105.638878
47340,"Wabash, IN Micro Area",2,412.539,40.843747,-85.795192
14380,"Boone, NC Micro Area",2,312.44,36.235368,-81.709888
13380,"Bellingham, WA Metro Area",1,2107.949,48.842653,-121.836432
18380,"Cordele, GA Micro Area",2,272.68,31.920268,-83.75653
17380,"Cleveland, MS Micro Area",2,876.507,33.799139,-90.88412
21380,"Emporia, KS Micro Area",2,1620.531,38.382134,-96.359301
22380,"Flagstaff, AZ Metro Area",1,18616.352,35.829692,-111.773728
26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",1,2297.681,29.33413,-90.843674
28380,"Kennett, MO Micro Area",2,541.909,36.153025,-90.062254
30380,"Lewistown, PA Micro Area",2,411.037,40.601615,-77.651832
32380,"Mason City, IA Micro Area",2,968.426,43.213732,-93.274339
31380,"Macomb, IL Micro Area",2,589.305,40.455808,-90.678954
42380,"Sayre, PA Micro Area",2,1147.376,41.791504,-76.502123
46380,"Ukiah, CA Micro Area",2,3506.807,39.432388,-123.442881
49380,"Worthington, MN Micro Area",2,715.117,43.677686,-95.763132
47380,"Waco, TX Metro Area",1,2785.157,31.5921,-97.286018
32390,"Massena-Ogdensburg, NY Micro Area",2,2679.526,44.488112,-75.074311
12420,"Austin-Round Rock-San Marcos, TX Metro Area",1,4219.781,30.249744,-97.649842
15420,"Burley, ID Micro Area",2,3322.836,42.369199,-113.642424
13420,"Bemidji, MN Micro Area",2,2504.643,47.879508,-95.00505
20420,"Durango, CO Micro Area",2,1689.682,37.287367,-107.839718
21420,"Enid, OK Metro Area",1,1058.507,36.378132,-97.788741
27420,"Jamestown, ND Micro Area",2,2221.904,46.972223,-98.956123
29420,"Lake Havasu City-Kingman, AZ Metro Area",1,13332.117,35.717705,-113.749689
30420,"Lexington, NE Micro Area",2,1471.985,40.756816,-99.821978
34420,"Mount Pleasant, TX Micro Area",2,854.139,33.132104,-94.903503
38420,"Platteville, WI Micro Area",2,1147.604,42.870028,-90.694229
37420,"Pampa, TX Micro Area",2,1850.032,35.617393,-100.810553
42420,"Scottsbluff, NE Micro Area",2,1485.659,41.699256,-103.708555
43420,"Sierra Vista-Douglas, AZ Metro Area",1,6209.863,31.840129,-109.775163
49420,"Yakima, WA Metro Area",1,4294.512,46.456558,-120.740145
35440,"Newport, OR Micro Area",2,980.983,44.641061,-123.911212
10460,"Alamogordo, NM Micro Area",2,6612.562,32.615599,-105.751308
13460,"Bend, OR Metro Area",1,7778.235,44.153837,-120.887072
23460,"Gadsden, AL Metro Area",1,535.144,34.047641,-86.034263
24460,"Great Bend, KS Micro Area",2,895.257,38.481239,-98.767837
25460,"Harrison, AR Micro Area",2,1410.799,36.087809,-93.162053
27460,"Jamestown-Dunkirk, NY Micro Area",2,1060.41,42.304216,-79.407595
37460,"Panama City-Panama City Beach, FL Metro Area",1,1343.299,30.273241,-85.642089
38460,"Plattsburgh, NY Micro Area",2,1037.751,44.752712,-73.705643
44460,"Steamboat Springs, CO Micro Area",2,7105.263,40.571846,-107.825352
41460,"Salina, KS Micro Area",2,1440.973,38.96457,-97.663387
45460,"Terre Haute, IN Metro Area",1,1465.322,39.392389,-87.347096
48460,"West Plains, MO Micro Area",2,927.177,36.774369,-91.887368
49460,"Yankton, SD Micro Area",2,521.189,43.006603,-97.388361
10480,"Alamosa, CO Micro Area",2,3237.667,37.32264,-105.774242
11500,"Anniston-Oxford, AL Metro Area",1,605.893,33.770516,-85.827909
