Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
202499,384,40820,5,Ruston  LA ,152,152,34809,8,16,2460,1,3,300,0,0,0,91,91,17191,8,16,2460,1,3,300,0,0,0
202499,388,33860,2,Montgomery  AL ,751,751,212523,1,2,270,0,0,0,4,37,4591,690,690,199469,1,2,270,0,0,0,1,18,1500
202499,388,42820,5,Selma  AL ,6,6,587,0,0,0,0,0,0,0,0,0,6,6,587,0,0,0,0,0,0,0,0,0
202499,393,34180,5,Moses Lake  WA ,463,463,132446,27,54,10062,0,0,0,7,35,1337,279,279,92332,17,34,5637,0,0,0,7,35,1337
202499,393,36830,5,Othello  WA ,33,33,7226,2,4,304,0,0,0,2,48,5449,33,33,7226,2,4,304,0,0,0,2,48,5449
202499,394,10940,5,Alma  MI ,37,37,7883,0,0,0,0,0,0,0,0,0,2,2,375,0,0,0,0,0,0,0,0,0
202499,394,34380,5,Mount Pleasant  MI ,71,71,15902,2,4,463,0,0,0,0,0,0,71,71,15902,2,4,463,0,0,0,0,0,0
202499,396,34680,5,Murrells Inlet  SC ,327,327,195125,0,0,0,0,0,0,0,0,0,327,327,195125,0,0,0,0,0,0,0,0,0
202499,396,34820,2,Myrtle Beach-Conway-North Myrtle Beach  SC ,7269,7269,1488599,1,2,225,0,0,0,12,60,3000,7246,7246,1481540,1,2,225,0,0,0,0,0,0
202499,400,29980,5,Lawrenceburg  TN ,18,18,3761,0,0,0,3,9,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202499,400,30280,5,Lewisburg  TN ,319,319,90487,0,0,0,2,6,568,12,75,10145,253,253,72760,0,0,0,0,0,0,9,60,8611
202499,400,34980,2,Nashville-Davidson--Murfreesboro--Franklin  TN ,14465,14465,4808836,50,100,17478,18,63,10430,98,5410,694360,13898,13898,4678353,48,96,16824,11,42,9259,91,5346,688998
202499,400,43180,5,Shelbyville  TN ,623,623,120726,1,2,225,0,0,0,1,6,660,607,607,116226,0,0,0,0,0,0,1,6,660
202499,400,46100,5,Tullahoma-Manchester  TN ,347,347,101946,5,10,1392,10,35,6753,1,6,1686,316,316,94549,5,10,1392,10,35,6753,1,6,1686
202499,400,49010,5,Winchester  TN ,387,387,108582,1,2,250,7,28,7228,1,5,380,230,230,69243,1,2,250,7,28,7228,1,5,380
202499,404,33980,5,Morehead City  NC ,559,559,229252,8,16,4000,0,0,0,19,360,46122,554,554,228564,8,16,4000,0,0,0,19,360,46122
202499,404,35100,5,New Bern  NC ,612,612,149492,1,2,300,3,12,2579,1,5,1051,434,434,112428,1,2,300,3,12,2579,1,5,1051
202499,405,25540,2,Hartford-West Hartford-East Hartford  CT ,642,642,216174,17,34,5789,12,42,7150,35,1169,148487,580,580,200604,17,34,5789,12,42,7150,30,1144,146582
202499,405,35300,2,New Haven  CT ,191,191,67845,18,36,7566,17,65,9971,28,722,68962,138,138,58664,18,36,7566,17,65,9971,15,621,62486
202499,405,35980,2,Norwich-New London-Willimantic  CT ,261,261,77414,3,6,809,0,0,0,9,242,24436,220,220,66216,1,2,300,0,0,0,9,242,24436
202499,405,39480,5,Putnam  CT ,146,146,33770,0,0,0,0,0,0,0,0,0,137,137,29584,0,0,0,0,0,0,0,0,0
202499,405,45860,5,Torrington  CT ,124,124,75499,0,0,0,3,11,1863,1,6,450,108,108,71635,0,0,0,3,11,1863,1,6,450
202499,405,47930,2,Waterbury-Shelton  CT ,264,264,62423,4,8,1149,8,24,2372,2,21,1525,163,163,36530,4,8,1149,1,3,380,2,21,1525
202499,406,14220,5,Bogalusa  LA ,0,0,0,3,6,350,0,0,0,0,0,0,0,0,0,3,6,350,0,0,0,0,0,0
202499,406,35380,2,New Orleans-Metairie  LA ,1007,1007,314697,161,322,44987,4,14,1319,8,268,134046,877,877,280447,133,266,37653,4,14,1319,6,218,120068
202499,406,38100,5,Picayune  MS ,322,322,53628,4,8,1114,0,0,0,0,0,0,279,279,44882,0,0,0,0,0,0,0,0,0
202499,406,43640,2,Slidell-Mandeville-Covington  LA ,1062,1062,360647,2,4,500,0,0,0,0,0,0,1062,1062,360647,2,4,500,0,0,0,0,0,0
202499,408,14860,2,Bridgeport-Stamford-Danbury  CT ,501,501,431709,20,40,8675,11,35,6994,38,1336,235246,454,454,419169,20,40,8675,11,35,6994,33,1311,232105
202499,408,25770,5,Hemlock Farms  PA ,190,190,68585,0,0,0,0,0,0,0,0,0,185,185,67022,0,0,0,0,0,0,0,0,0
202499,408,28740,2,Kingston  NY ,270,270,109704,11,22,3596,4,12,2133,10,217,32700,232,232,99306,11,22,3596,3,9,1712,10,217,32700
202499,408,28880,2,Kiryas Joel-Poughkeepsie-Newburgh  NY ,740,740,315618,4,8,1094,17,61,16292,81,1996,322198,512,512,199140,4,8,1094,17,61,16292,69,1924,311469
202499,408,33910,5,Monticello  NY ,578,578,193224,68,136,16727,10,38,6058,1,5,500,474,474,165382,16,32,5375,8,32,5458,0,0,0
202499,408,35620,2,New York-Newark-Jersey City  NY-NJ ,12530,12530,3912244,914,1828,268298,310,1018,112820,1136,42553,6271590,9519,9519,3146072,720,1440,221240,218,734,83958,615,34761,5235954
202499,408,45940,2,Trenton-Princeton  NJ ,827,827,181612,8,16,13644,0,0,0,45,1183,151948,771,771,175881,7,14,13310,0,0,0,37,1098,146443
202499,412,11580,5,Arcadia  FL ,71,71,16150,0,0,0,0,0,0,0,0,0,71,71,16150,0,0,0,0,0,0,0,0,0
202499,412,35840,2,North Port-Bradenton-Sarasota  FL ,10889,10889,3514570,26,52,6404,20,77,41414,79,3920,1084509,10889,10889,3514570,26,52,6404,20,77,41414,79,3920,1084509
202499,412,39460,2,Punta Gorda  FL ,3583,3583,1119468,85,170,27606,33,129,33732,27,703,125392,3511,3511,1076656,76,152,24297,33,129,33732,18,658,117301
202499,416,36420,2,Oklahoma City  OK ,6014,6014,1806299,195,390,50686,12,43,9630,61,1260,160803,5808,5808,1764458,186,372,48841,12,43,9630,61,1260,160803
202499,416,43060,5,Shawnee  OK ,125,125,23667,15,30,3100,2,8,680,2,16,1360,107,107,19979,15,30,3100,2,8,680,2,16,1360
202499,420,23340,5,Fremont  NE ,42,42,15453,14,28,5125,2,8,1500,0,0,0,42,42,15453,14,28,5125,2,8,1500,0,0,0
202499,420,36540,2,Omaha  NE-IA ,3505,3505,939585,67,134,19476,4,15,2384,159,3543,281412,3302,3302,888541,67,134,19476,4,15,2384,158,3538,280782
202499,422,19660,2,Deltona-Daytona Beach-Ormond Beach  FL ,5086,5086,1923814,90,180,41998,11,44,5336,35,681,81461,4575,4575,1764246,89,178,41482,11,44,5336,35,681,81461
202499,422,29460,2,Lakeland-Winter Haven  FL ,8514,8514,2539508,74,148,17535,2,6,890,62,1716,179597,7628,7628,2323509,63,126,16036,2,6,890,51,1512,159692
202499,422,36740,2,Orlando-Kissimmee-Sanford  FL ,15364,15364,4674376,48,96,22265,42,163,16490,219,8512,1144550,13896,13896,4242208,48,96,22265,42,163,16490,194,8198,1115146
202499,422,48680,2,Wildwood-The Villages  FL ,3537,3537,855902,88,176,17801,0,0,0,10,248,20386,2501,2501,603668,88,176,17801,0,0,0,10,248,20386
202499,424,32460,5,Mayfield  KY ,9,9,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202499,424,37140,2,Paducah  KY-IL ,79,79,19038,6,12,3351,0,0,0,13,104,7871,79,79,19038,6,12,3351,0,0,0,13,104,7871
202499,425,31930,5,Marietta  OH ,5,5,748,0,0,0,0,0,0,0,0,0,5,5,748,0,0,0,0,0,0,0,0,0
202499,425,37620,2,Parkersburg-Vienna  WV ,105,105,20414,0,0,0,0,0,0,1,33,6500,91,91,18286,0,0,0,0,0,0,1,33,6500
202499,427,15900,5,Canton  IL ,13,13,3563,0,0,0,0,0,0,0,0,0,13,13,3563,0,0,0,0,0,0,0,0,0
202499,427,37900,2,Peoria  IL ,190,190,70462,5,10,2216,1,3,600,1,27,1800,137,137,52360,5,10,2216,1,3,600,1,27,1800
202499,428,12100,2,Atlantic City-Hammonton  NJ ,1043,1043,416603,68,136,35851,24,80,10217,22,283,28203,897,897,365507,65,130,34831,24,80,10217,17,245,23472
202499,428,20100,2,Dover  DE ,1056,1056,156798,13,26,4585,1,3,450,6,116,12111,1053,1053,155958,13,26,4585,1,3,450,6,116,12111
202499,428,37980,2,Philadelphia-Camden-Wilmington  PA-NJ-DE-MD ,8324,8324,2123023,166,332,50244,150,514,73787,257,5044,705120,6622,6622,1752089,158,316,47586,121,413,63648,172,4444,645708
202499,428,39740,2,Reading  PA ,214,214,60174,5,10,1573,2,8,1313,7,165,16631,171,171,46779,5,10,1573,2,8,1313,7,165,16631
202499,428,47220,2,Vineland  NJ ,120,120,19553,2,4,674,0,0,0,10,129,14990,102,102,17868,2,4,674,0,0,0,10,129,14990
202499,429,37740,5,Payson  AZ ,149,149,45358,1,2,198,0,0,0,0,0,0,141,141,43926,1,2,198,0,0,0,0,0,0
202499,429,38060,2,Phoenix-Mesa-Chandler  AZ ,30277,30277,9048742,757,1514,201728,72,258,44660,379,13835,1823243,28910,28910,8677191,744,1488,197751,72,258,44660,367,12873,1655122
202499,430,25850,5,Hermitage  PA ,64,64,19576,0,0,0,0,0,0,1,12,1500,49,49,15068,0,0,0,0,0,0,1,12,1500
202499,430,26860,5,Indiana  PA ,41,41,14238,0,0,0,0,0,0,0,0,0,40,40,13959,0,0,0,0,0,0,0,0,0
202499,430,38300,2,Pittsburgh  PA ,3530,3530,1211934,25,50,8507,22,83,17254,45,1749,167782,2858,2858,993940,25,50,8507,22,83,17254,24,1626,149108
202499,430,48260,2,Weirton-Steubenville  WV-OH ,18,18,5386,0,0,0,0,0,0,0,0,0,18,18,5386,0,0,0,0,0,0,0,0,0
202499,438,30340,2,Lewiston-Auburn  ME ,263,263,58003,11,22,3548,1,4,1000,3,57,9798,179,179,39532,6,12,1983,1,4,1000,3,57,9798
202499,438,38860,2,Portland-South Portland  ME ,1934,1934,701703,79,158,32616,21,72,21370,64,814,114116,1134,1134,492744,70,140,30159,10,39,17180,34,554,100032
202499,440,10540,2,Albany  OR ,201,201,67670,19,38,9384,3,10,2224,6,60,7990,201,201,67670,19,38,9384,3,10,2224,6,60,7990
202499,440,18700,2,Corvallis  OR ,91,91,30308,7,14,2778,3,11,2559,0,0,0,91,91,30308,7,14,2778,3,11,2559,0,0,0
202499,440,31020,2,Longview-Kelso  WA ,297,297,99325,2,4,449,4,12,1700,6,40,4001,297,297,99325,2,4,449,4,12,1700,6,40,4001
202499,440,38900,2,Portland-Vancouver-Hillsboro  OR-WA ,6345,6345,2658062,63,126,27294,19,69,13299,97,2913,532471,5199,5199,1937185,62,124,26862,18,66,13121,79,2619,492969
202499,440,41420,2,Salem  OR ,994,994,335680,14,28,7561,11,40,9237,55,797,101264,959,959,326197,13,26,7061,11,40,9237,55,797,101264
202499,444,15860,5,Cañon City  CO ,134,134,35995,0,0,0,0,0,0,0,0,0,134,134,35995,0,0,0,0,0,0,0,0,0
202499,444,39380,2,Pueblo  CO ,269,269,45972,0,0,0,0,0,0,0,0,0,269,269,45972,0,0,0,0,0,0,0,0,0
202499,446,34140,5,Moscow  ID ,120,120,43076,3,6,2452,0,0,0,5,72,11348,120,120,43076,3,6,2452,0,0,0,5,72,11348
202499,446,39420,5,Pullman  WA ,40,40,12306,2,4,1022,0,0,0,0,0,0,37,37,11036,2,4,1022,0,0,0,0,0,0
202499,448,25300,5,Hannibal  MO ,47,47,13579,0,0,0,0,0,0,0,0,0,44,44,11976,0,0,0,0,0,0,0,0,0
202499,448,39500,5,Quincy  IL-MO ,37,37,9483,6,12,1985,6,24,3644,0,0,0,29,29,7747,6,12,1985,6,24,3644,0,0,0
202499,450,11360,5,Anderson Creek  NC ,2219,2219,686089,0,0,0,0,0,0,2,12,1000,1987,1987,646429,0,0,0,0,0,0,2,12,1000
202499,450,20500,2,Durham-Chapel Hill  NC ,2815,2815,1102245,22,44,7419,3,10,2280,33,989,165109,2680,2680,1060205,19,38,6554,3,10,2280,29,792,129467
202499,450,25780,5,Henderson  NC ,73,73,24462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202499,450,39580,2,Raleigh-Cary  NC ,13343,13343,3654566,29,58,10484,1,4,557,91,5574,953844,13181,13181,3623893,29,58,10484,1,4,557,91,5574,953844
202499,450,41820,5,Sanford  NC ,602,602,124754,0,0,0,0,0,0,0,0,0,602,602,124754,0,0,0,0,0,0,0,0,0
202499,452,39660,2,Rapid City  SD ,786,786,265051,6,12,2429,5,20,4008,28,735,128207,786,786,265051,6,12,2429,5,20,4008,28,735,128207
202499,452,43940,5,Spearfish  SD ,203,203,99056,1,2,223,1,3,450,1,11,1827,196,196,96243,0,0,0,1,3,450,0,0,0
202499,454,39780,5,Red Bluff  CA ,186,186,35327,0,0,0,0,0,0,0,0,0,21,21,5287,0,0,0,0,0,0,0,0,0
202499,454,39820,2,Redding  CA ,246,246,83862,0,0,0,0,0,0,0,0,0,134,134,51681,0,0,0,0,0,0,0,0,0
202499,456,16180,2,Carson City  NV ,183,183,60542,0,0,0,0,0,0,5,81,11169,141,141,49457,0,0,0,0,0,0,2,66,9671
202499,456,21980,5,Fallon  NV ,45,45,11248,0,0,0,0,0,0,0,0,0,45,45,11248,0,0,0,0,0,0,0,0,0
202499,456,23820,5,Gardnerville Ranchos  NV-CA ,317,317,160285,0,0,0,0,0,0,0,0,0,317,317,160285,0,0,0,0,0,0,0,0,0
202499,456,39900,2,Reno  NV ,2474,2474,680547,64,128,18058,21,75,11428,103,1714,241980,829,829,219404,44,88,13871,9,34,6020,32,508,88756
202499,458,18220,5,Connersville  IN ,20,20,4813,0,0,0,0,0,0,0,0,0,20,20,4813,0,0,0,0,0,0,0,0,0
202499,458,39980,5,Richmond  IN ,41,41,11061,2,4,703,0,0,0,0,0,0,41,41,11061,2,4,703,0,0,0,0,0,0
202499,462,12380,5,Austin  MN ,55,55,17107,0,0,0,0,0,0,0,0,0,44,44,15881,0,0,0,0,0,0,0,0,0
202499,462,40340,2,Rochester  MN ,491,491,159003,8,16,2914,1,4,924,29,973,186623,428,428,146618,8,16,2914,1,4,924,27,963,185462
202499,462,49100,5,Winona  MN ,32,32,9738,3,6,1365,1,3,530,0,0,0,32,32,9738,3,6,1365,1,3,530,0,0,0
202499,464,12860,5,Batavia  NY ,44,44,11704,1,2,500,0,0,0,1,24,3549,32,32,8427,0,0,0,0,0,0,1,24,3549
202499,464,40380,2,Rochester  NY ,917,917,340385,29,58,11314,27,102,9607,60,724,97118,759,759,293729,27,54,10686,25,96,8977,45,630,85790
202499,464,42900,5,Seneca Falls  NY ,48,48,11361,0,0,0,0,0,0,0,0,0,48,48,11361,0,0,0,0,0,0,0,0,0
202499,466,23300,5,Freeport  IL ,5,5,1130,0,0,0,0,0,0,0,0,0,5,5,1130,0,0,0,0,0,0,0,0,0
202499,466,40300,5,Rochelle  IL ,50,50,13158,0,0,0,0,0,0,0,0,0,50,50,13158,0,0,0,0,0,0,0,0,0
202499,466,40420,2,Rockford  IL ,292,292,76612,11,22,3330,6,22,4124,0,0,0,280,280,75501,11,22,3330,6,22,4124,0,0,0
202499,468,40260,5,Roanoke Rapids  NC ,72,72,28380,0,0,0,0,0,0,0,0,0,20,20,8111,0,0,0,0,0,0,0,0,0
202499,468,40580,2,Rocky Mount  NC ,545,545,105444,0,0,0,0,0,0,1,5,1384,145,145,22610,0,0,0,0,0,0,1,5,1384
202499,468,48980,5,Wilson  NC ,398,398,88364,7,14,2020,0,0,0,8,168,17740,398,398,88364,7,14,2020,0,0,0,8,168,17740
202499,472,40900,2,Sacramento-Roseville-Folsom  CA ,8579,8579,3022575,155,310,40688,6,23,5722,83,2701,461000,8529,8529,3007118,155,310,40688,6,23,5722,83,2701,461000
202499,472,46020,5,Truckee-Grass Valley  CA ,215,215,110098,0,0,0,0,0,0,0,0,0,215,215,110098,0,0,0,0,0,0,0,0,0
202499,472,49700,2,Yuba City  CA ,809,809,342855,9,18,2459,0,0,0,3,46,3654,809,809,342855,9,18,2459,0,0,0,3,46,3654
202499,474,13020,2,Bay City  MI ,35,35,11971,0,0,0,0,0,0,0,0,0,31,31,10869,0,0,0,0,0,0,0,0,0
202499,474,33220,2,Midland  MI ,104,104,35269,3,6,880,0,0,0,6,204,38650,103,103,34925,3,6,880,0,0,0,6,204,38650
202499,474,40980,2,Saginaw  MI ,121,121,33938,6,12,2281,2,8,1028,0,0,0,99,99,28949,4,8,1618,2,8,1028,0,0,0
202499,476,16460,5,Centralia  IL ,5,5,1124,0,0,0,5,20,1850,0,0,0,3,3,921,0,0,0,5,20,1850,0,0,0
202499,476,22100,5,Farmington  MO ,85,85,22649,12,24,2706,2,8,1200,2,32,4000,84,84,22495,12,24,2706,2,8,1200,2,32,4000
202499,476,41180,2,St. Louis  MO-IL ,4653,4653,1760676,90,180,27413,46,167,40366,101,2017,346185,4385,4385,1693121,89,178,26993,46,167,40366,79,1892,320965
202499,480,36180,5,Ocean Pines  MD ,338,338,108342,1,2,502,2,8,1595,1,6,592,337,337,108200,1,2,502,2,8,1595,1,6,592
202499,480,41540,2,Salisbury  MD ,280,280,60063,1,2,310,0,0,0,8,44,5762,280,280,60063,1,2,310,0,0,0,8,44,5762
202499,482,14940,5,Brigham City  UT-ID ,437,437,137006,0,0,0,2,8,1859,8,74,14025,386,386,124276,0,0,0,2,8,1859,8,74,14025
202499,482,25720,5,Heber  UT ,1172,1172,860080,1,2,413,8,29,11535,7,551,176848,1171,1171,859645,1,2,413,8,29,11535,7,551,176848
202499,482,36260,2,Ogden  UT ,2096,2096,760389,14,28,5539,31,112,24169,72,1058,191973,1736,1736,664377,14,28,5539,17,65,15308,48,719,142303
202499,482,39340,2,Provo-Orem-Lehi  UT ,5246,5246,1757515,8,16,5375,33,119,28001,113,1047,177518,5085,5085,1709042,8,16,5375,33,119,28001,113,1047,177518
202499,482,41620,2,Salt Lake City-Murray  UT ,3525,3525,1211895,40,80,16260,49,176,52207,68,1666,343904,3513,3513,1204813,35,70,14286,47,170,51006,68,1666,343904
202499,484,23240,5,Fredericksburg  TX ,52,52,11084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202499,484,28500,5,Kerrville  TX ,97,97,27844,0,0,0,0,0,0,11,309,34624,97,97,27844,0,0,0,0,0,0,11,309,34624
202499,484,41700,2,San Antonio-New Braunfels  TX ,10999,10999,3043790,13,26,3813,8,29,5073,197,3803,520370,10164,10164,2868979,9,18,2794,8,29,5073,183,3660,502759
202499,488,32900,2,Merced  CA ,517,517,161088,0,0,0,1,3,257,0,0,0,429,429,135016,0,0,0,0,0,0,0,0,0
202499,488,33700,2,Modesto  CA ,833,833,169185,3,6,519,0,0,0,8,63,6876,778,778,162839,3,6,519,0,0,0,8,63,6876
202499,488,34900,2,Napa  CA ,250,250,167779,0,0,0,0,0,0,11,189,36200,246,246,166278,0,0,0,0,0,0,11,189,36200
202499,488,41860,2,San Francisco-Oakland-Fremont  CA ,2776,2776,1173391,42,84,34359,20,64,21666,97,2990,956879,2579,2579,1075532,37,74,32022,18,58,20096,72,2767,917136
202499,488,41940,2,San Jose-Sunnyvale-Santa Clara  CA ,2207,2207,828189,15,30,6548,1,4,2870,40,1874,411742,2200,2200,822814,15,30,6548,1,4,2870,40,1874,411742
202499,488,42100,2,Santa Cruz-Watsonville  CA ,189,189,41737,3,6,1470,1,3,992,7,61,10829,143,143,36685,3,6,1470,0,0,0,2,36,8900
202499,488,44700,2,Stockton-Lodi  CA ,3773,3773,1608685,3,6,2926,0,0,0,0,0,0,3566,3566,1550392,3,6,2926,0,0,0,0,0,0
202499,488,46700,2,Vallejo  CA ,1271,1271,412526,2,4,800,0,0,0,9,180,38110,1265,1265,410811,2,4,800,0,0,0,9,180,38110
202499,496,25980,2,Hinesville  GA ,760,760,175671,3,6,719,1,3,375,0,0,0,462,462,104827,3,6,719,1,3,375,0,0,0
202499,496,27700,5,Jesup  GA ,133,133,28675,12,24,1674,2,8,700,0,0,0,133,133,28675,12,24,1674,2,8,700,0,0,0
202499,496,42340,2,Savannah  GA ,2936,2936,723922,7,14,1327,0,0,0,50,1087,116310,1885,1885,462607,0,0,0,0,0,0,41,1041,109803
202499,496,44340,5,Statesboro  GA ,759,759,175238,51,102,10795,3,9,655,1,6,665,742,742,172111,51,102,10795,0,0,0,1,6,665
202499,500,14740,2,Bremerton-Silverdale-Port Orchard  WA ,976,976,405546,4,8,1434,2,8,1800,11,302,45364,976,976,405546,4,8,1434,2,8,1800,11,302,45364
202499,500,16500,5,Centralia  WA ,196,196,41938,7,14,1427,3,11,1408,7,44,9731,196,196,41938,7,14,1427,3,11,1408,7,44,9731
202499,500,34580,2,Mount Vernon-Anacortes  WA ,265,265,87178,0,0,0,7,23,5808,16,259,23830,265,265,87178,0,0,0,7,23,5808,4,105,9456
202499,500,36020,5,Oak Harbor  WA ,297,297,98683,2,4,1063,12,47,9430,7,54,7269,250,250,82899,2,4,1063,12,47,9430,7,54,7269
202499,500,36500,2,Olympia-Lacey-Tumwater  WA ,672,672,185657,16,32,5139,3,10,2551,18,508,70177,646,646,179765,16,32,5139,1,4,1080,15,473,67953
202499,500,42660,2,Seattle-Tacoma-Bellevue  WA ,6489,6489,2711437,465,930,260831,136,453,98179,222,10048,1777431,6077,6077,2551294,465,930,260831,136,453,98179,210,9899,1759455
202499,500,43220,5,Shelton  WA ,299,299,96342,0,0,0,0,0,0,0,0,0,299,299,96342,0,0,0,0,0,0,0,0,0
202499,508,33380,5,Minden  LA ,35,35,8591,0,0,0,0,0,0,0,0,0,10,10,1686,0,0,0,0,0,0,0,0,0
202499,508,43340,2,Shreveport-Bossier City  LA ,1118,1118,234496,0,0,0,0,0,0,0,0,0,1115,1115,233520,0,0,0,0,0,0,0,0,0
202499,512,30180,5,Le Mars  IA ,28,28,12758,1,2,225,1,4,850,5,112,11750,23,23,11242,1,2,225,1,4,850,5,112,11750
202499,512,43580,2,Sioux City  IA-NE-SD ,148,148,54153,3,6,1335,0,0,0,3,98,6950,141,141,52263,3,6,1335,0,0,0,3,98,6950
202499,515,21140,2,Elkhart-Goshen  IN ,342,342,119885,1,2,550,1,4,450,4,136,33610,338,338,118738,1,2,550,1,4,450,4,136,33610
202499,515,35660,2,Niles  MI ,339,339,135798,6,12,2889,1,3,550,0,0,0,335,335,133986,6,12,2889,1,3,550,0,0,0
202499,515,38500,5,Plymouth  IN ,147,147,46737,0,0,0,0,0,0,0,0,0,109,109,30218,0,0,0,0,0,0,0,0,0
202499,515,43780,2,South Bend-Mishawaka  IN-MI ,410,410,205840,11,22,2323,0,0,0,17,460,71789,395,395,201757,11,22,2323,0,0,0,17,460,71789
202499,515,47700,5,Warsaw  IN ,249,249,84888,1,2,50,0,0,0,2,10,1250,220,220,73192,1,2,50,0,0,0,0,0,0
202499,517,43980,5,Spencer  IA ,9,9,3044,0,0,0,0,0,0,0,0,0,9,9,3044,0,0,0,0,0,0,0,0,0
202499,517,44020,5,Spirit Lake  IA ,261,261,80762,3,6,1300,3,9,1710,2,16,914,49,49,29038,3,6,1300,3,9,1710,2,16,914
202499,518,17660,2,Coeur dAlene  ID ,1371,1371,495993,11,22,4843,12,40,12148,17,154,16957,1115,1115,430905,5,10,2539,5,19,3351,5,42,4811
202499,518,44060,2,Spokane-Spokane Valley  WA ,1882,1882,562268,64,128,30119,23,87,26232,72,1864,263001,1882,1882,562268,64,128,30119,23,87,26232,72,1864,263001
202499,521,11200,2,Amherst Town-Northampton  MA ,150,150,66685,3,6,1120,0,0,0,25,162,23360,113,113,57034,1,2,400,0,0,0,4,44,12274
202499,521,24640,5,Greenfield  MA ,64,64,22204,1,2,355,0,0,0,2,17,985,44,44,19289,1,2,355,0,0,0,2,17,985
202499,521,44140,2,Springfield  MA ,289,289,94835,24,48,9802,0,0,0,2,106,11193,201,201,74909,24,48,9802,0,0,0,2,106,11193
202499,522,27300,5,Jacksonville  IL ,4,4,772,2,4,720,0,0,0,0,0,0,1,1,565,2,4,720,0,0,0,0,0,0
202499,522,30660,5,Lincoln  IL ,6,6,1386,0,0,0,0,0,0,0,0,0,6,6,1386,0,0,0,0,0,0,0,0,0
202499,522,44100,2,Springfield  IL ,132,132,46187,10,20,3331,0,0,0,4,48,5362,59,59,23010,1,2,600,0,0,0,4,48,5362
202499,522,45380,5,Taylorville  IL ,63,63,24111,0,0,0,0,0,0,0,0,0,63,63,24111,0,0,0,0,0,0,0,0,0
202499,523,18060,5,Columbus  MS ,130,130,17641,0,0,0,0,0,0,0,0,0,130,130,17641,0,0,0,0,0,0,0,0,0
202499,523,44260,5,Starkville  MS ,60,60,18646,0,0,0,0,0,0,1,12,2160,55,55,17908,0,0,0,0,0,0,1,12,2160
202499,524,20180,5,DuBois  PA ,74,74,21532,2,4,540,0,0,0,2,10,875,54,54,13383,2,4,540,0,0,0,0,0,0
202499,524,44300,2,State College  PA ,290,290,87975,14,28,4045,7,28,4779,4,21,4152,253,253,75219,14,28,4045,7,28,4779,3,16,3248
202499,532,12180,5,Auburn  NY ,92,92,23498,0,0,0,0,0,0,3,18,2662,75,75,20005,0,0,0,0,0,0,3,18,2662
202499,532,45060,2,Syracuse  NY ,554,554,161096,18,36,10318,0,0,0,8,346,62892,513,513,152474,18,36,10318,0,0,0,8,346,62892
202499,533,12460,5,Bainbridge  GA ,82,82,16235,3,6,300,0,0,0,10,50,4652,0,0,0,0,0,0,0,0,0,0,0,0
202499,533,45220,2,Tallahassee  FL ,1373,1373,268514,11,22,2438,0,0,0,34,1011,133237,563,563,105273,0,0,0,0,0,0,2,36,8500
202499,536,35700,5,Nogales  AZ ,336,336,86967,1,2,344,0,0,0,0,0,0,336,336,86967,1,2,344,0,0,0,0,0,0
202499,536,46060,2,Tucson  AZ ,4150,4150,1471592,40,80,11771,7,24,7253,71,996,166923,3227,3227,1236300,19,38,6778,7,24,7253,32,456,85885
202499,538,12780,5,Bartlesville  OK ,41,41,12117,2,4,800,1,4,1500,0,0,0,41,41,12117,2,4,800,1,4,1500,0,0,0
202499,538,34780,5,Muskogee  OK ,61,61,14366,0,0,0,0,0,0,0,0,0,26,26,6979,0,0,0,0,0,0,0,0,0
202499,538,46140,2,Tulsa  OK ,3602,3602,912131,49,98,12953,3,10,1561,23,601,93849,3519,3519,893892,49,98,12953,3,10,1561,11,525,88003
202499,539,18420,5,Corinth  MS ,7,7,2000,3,6,350,0,0,0,0,0,0,7,7,2000,3,6,350,0,0,0,0,0,0
202499,539,46180,5,Tupelo  MS ,110,110,26098,1,2,160,6,24,4900,4,24,3625,107,107,25040,1,2,160,6,24,4900,4,24,3625
202499,540,27380,5,Jacksonville  TX ,21,21,6290,0,0,0,0,0,0,0,0,0,21,21,6290,0,0,0,0,0,0,0,0,0
202499,540,46340,2,Tyler  TX ,464,464,130948,29,58,8674,11,41,5968,8,45,6396,435,435,123587,29,58,8674,11,41,5968,8,45,6396
202499,542,32280,5,Martin  TN ,67,67,14515,0,0,0,0,0,0,0,0,0,42,42,11713,0,0,0,0,0,0,0,0,0
202499,542,46460,5,Union City  TN ,21,21,5136,0,0,0,0,0,0,0,0,0,18,18,4670,0,0,0,0,0,0,0,0,0
202499,544,38920,5,Port Lavaca  TX ,94,94,24865,0,0,0,0,0,0,0,0,0,76,76,20002,0,0,0,0,0,0,0,0,0
202499,544,47020,2,Victoria  TX ,33,33,9470,2,4,621,2,6,1100,0,0,0,33,33,9470,2,4,621,2,6,1100,0,0,0
