NAME,B19013_001E,B01003_001E,B01002_001E,B15003_022E,B15003_023E,B25003_001E,B25003_002E,B25077_001E,metropolitan statistical area/micropolitan statistical area,year
"Beckley, WV Metro Area",52620,112714,43.4,10361,4362,44952,34236,129600,13220,2024
"Bedford, IN Micro Area",66468,45102,43.3,3984,2079,19135,15438,175000,13260,2024
"Beeville, TX Micro Area",57673,31083,35.7,2014,722,8807,6237,111300,13300,2024
"Bellefontaine, OH Micro Area",71551,46089,41.9,4107,1550,19560,15176,203200,13340,2024
"Bellingham, WA Metro Area",81784,230503,38.4,38558,16257,94021,59904,585800,13380,2024
"Bemidji, MN Micro Area",68975,46512,35.3,5710,2383,18172,12742,237500,13420,2024
"Bend, OR Metro Area",89788,257814,43.0,49072,20080,104529,73771,602600,13460,2024
"Bennington, VT Micro Area",73325,37269,46.9,5984,4049,14987,11042,279900,13540,2024
"Big Rapids, MI Micro Area",60951,41242,40.0,4001,1459,16708,12851,178900,13660,2024
"Big Spring, TX Micro Area",69649,32290,36.7,2366,758,12191,8474,155600,13700,2024
"Billings, MT Metro Area",77194,189255,39.9,31225,9113,78371,55456,355200,13740,2024
"Binghamton, NY Metro Area",64590,245242,40.3,27049,16961,102352,69011,156000,13780,2024
"Birmingham, AL Metro Area",71498,1184613,38.9,167866,72066,465003,329222,240200,13820,2024
"Bishop, CA Micro Area",73991,18739,45.5,2617,1284,8040,5339,348700,13860,2024
"Bismarck, ND Metro Area",85156,136216,38.4,23861,7168,55940,40397,306400,13900,2024
"Blackfoot, ID Micro Area",77878,49664,35.0,4628,1673,16132,12987,293300,13940,2024
"Blacksburg-Christiansburg-Radford, VA Metro Area",65839,181664,35.1,20431,13077,70282,44239,240900,13980,2024
"Bloomington, IL Metro Area",79905,171556,34.3,32898,12225,70220,45704,208400,14010,2024
"Bloomington, IN Metro Area",65543,162569,33.1,21584,14947,67854,38979,263700,14020,2024
"Bloomsburg-Berwick, PA Micro Area",64644,65362,41.0,6967,3544,26350,18313,206200,14100,2024
"Bluefield, WV-VA Micro Area",50550,98187,44.0,9215,4162,40514,29775,120000,14140,2024
"Blytheville, AR Micro Area",52548,39126,37.3,2096,1145,15452,9264,122500,14180,2024
"Bogalusa, LA Micro Area",45380,45120,40.9,2748,1022,17716,12277,155700,14220,2024
"Boise City, ID Metro Area",85987,811115,37.6,135013,49142,304187,220621,468900,14260,2024
"Bonham, TX Micro Area",72295,37326,41.0,3426,1301,12767,10051,233700,14300,2024
"Boone, NC Micro Area",51693,55123,31.4,8190,4421,21198,13157,358900,14380,2024
"Borger, TX Micro Area",67228,20184,39.3,1687,474,7000,5829,119100,14420,2024
"Boston-Cambridge-Newton, MA-NH Metro Area",115863,4953354,39.3,975115,585710,1940688,1194568,646300,14460,2024
"Boulder, CO Metro Area",103994,328961,37.7,75396,45033,137008,84900,756300,14500,2024
"Bowling Green, KY Metro Area",63328,186959,35.4,19768,8953,73344,44400,233700,14540,2024
"Bozeman, MT Metro Area",93528,124074,34.2,27561,10286,51215,31270,667600,14580,2024
