NAME,B19013_001E,B01003_001E,B01002_001E,B15003_022E,B15003_023E,B25003_001E,B25003_002E,B25077_001E,metropolitan statistical area/micropolitan statistical area,year
"Bradford, PA Micro Area",62905,39904,44.0,3724,1775,16369,12760,104500,14620,2024
"Brainerd, MN Micro Area",71384,98678,46.8,13949,4755,42276,33743,301000,14660,2024
"Branson, MO Micro Area",56497,56529,42.6,6441,2226,22788,15275,218800,14700,2024
"Brattleboro, VT Micro Area",72217,45923,47.3,7788,5376,19784,14629,279600,14710,2024
"Breckenridge, CO Micro Area",105544,38397,39.1,9710,3965,15565,11324,748200,14720,2024
"Bremerton-Silverdale-Port Orchard, WA Metro Area",104158,277881,40.2,47450,20300,108537,76121,555100,14740,2024
"Brenham, TX Micro Area",77825,36647,40.9,5260,1639,15481,10804,288100,14780,2024
"Brevard, NC Micro Area",66184,33691,51.6,6334,3038,14584,10889,373600,14820,2024
"Bridgeport-Stamford-Danbury, CT Metro Area",114565,956330,41.0,184950,109392,355012,234406,564500,14860,2024
"Brigham City, UT-ID Micro Area",83616,66014,33.7,7821,2311,21478,16553,390400,14940,2024
"Brookhaven, MS Micro Area",51119,34877,41.5,3121,1211,13158,9859,155800,15020,2024
"Brookings, OR Micro Area",62244,23381,57.7,2651,1073,11159,8276,381300,15060,2024
"Brookings, SD Micro Area",70064,35353,28.0,5418,1524,13798,7896,264600,15100,2024
"Brownsville-Harlingen, TX Metro Area",52601,426120,32.7,38820,13763,138433,90278,136500,15180,2024
"Brownwood, TX Micro Area",57470,38347,41.8,3931,1190,14972,10223,158900,15220,2024
"Brunswick-St. Simons, GA Metro Area",66623,115074,43.6,14318,5957,47209,33022,242500,15260,2024
"Bucyrus, OH Micro Area",58044,41711,43.4,3047,1582,18059,13204,136700,15340,2024
"Buffalo-Cheektowaga, NY Metro Area",72237,1161343,40.9,166071,99598,501549,335035,226100,15380,2024
"Burley, ID Micro Area",70536,47691,33.7,3514,1241,16602,11438,272800,15420,2024
"Burlington, IA-IL Micro Area",62811,44680,43.1,5161,1503,19882,15016,131000,15460,2024
"Burlington, NC Metro Area",65651,176893,38.9,22917,8586,70062,45543,241500,15500,2024
"Burlington-South Burlington, VT Metro Area",93043,227846,38.5,45353,23014,94559,63950,401000,15540,2024
"Butte-Silver Bow, MT Micro Area",61754,35785,40.5,4687,1685,15419,10920,255200,15580,2024
"Cadillac, MI Micro Area",62015,49284,42.6,4678,1902,19605,16094,170400,15620,2024
"Calhoun, GA Micro Area",63650,59100,38.9,4308,2291,21348,15776,222900,15660,2024
"Cambridge, MD Micro Area",61839,32754,43.5,2809,1314,13546,8882,262400,15700,2024
"Cambridge, OH Micro Area",58478,38223,42.9,2705,1317,16318,11766,157700,15740,2024
"Camden, AR Micro Area",51429,26789,43.9,2057,850,10314,7601,104500,15780,2024
"Campbellsville, KY Micro Area",56014,37766,39.6,3127,1539,14681,10494,162400,15820,2024
"Cañon City, CO Micro Area",62664,49634,44.7,6081,1889,17976,13595,324000,15860,2024
"Canton, IL Micro Area",60599,33020,43.9,2998,1142,13795,10565,107200,15900,2024
"Canton-Massillon, OH Metro Area",67801,400372,42.1,45768,19770,167161,116785,186200,15940,2024
"Cape Coral-Fort Myers, FL Metro Area",76107,817666,49.0,117673,52333,327803,243654,362200,15980,2024
"Cape Girardeau, MO-IL Metro Area",66759,98169,38.0,12259,5050,38299,26386,208400,16020,2024
"Carbondale, IL Micro Area",48763,53064,32.4,6167,3398,22955,11474,137300,16060,2024
"Carlsbad-Artesia, NM Micro Area",78426,61105,36.2,4581,2615,23620,17325,212600,16100,2024
"Carroll, IA Micro Area",72930,20594,41.1,2510,472,8801,6784,176000,16140,2024
"Carson City, NV Metro Area",72355,58384,42.4,6146,2878,23692,14769,453000,16180,2024
"Casper, WY Metro Area",72156,79977,38.4,9415,4484,33886,24967,273000,16220,2024
"Cedar City, UT Micro Area",66247,62252,30.2,7426,2809,20157,13763,379000,16260,2024
"Cedar Rapids, IA Metro Area",78080,276624,39.7,42194,15540,114000,85551,211500,16300,2024
"Cedartown, GA Micro Area",58515,43785,38.0,2895,1026,15901,10500,187600,16340,2024
"Celina, OH Micro Area",76782,42484,39.4,3959,1709,16408,13053,210600,16380,2024
"Centralia, IL Micro Area",61240,37000,41.5,2943,1092,15512,11580,103000,16460,2024
"Centralia, WA Micro Area",74796,85154,42.2,8672,3515,32916,24938,385800,16500,2024
"Chambersburg, PA Metro Area",77003,157379,42.1,16288,8563,63510,46691,249800,16540,2024
"Champaign-Urbana, IL Metro Area",65528,238842,32.0,29084,20330,98224,56261,201700,16580,2024
"Charleston, WV Metro Area",60117,205398,44.0,24067,10438,87358,63032,141100,16620,2024
"Charleston-Mattoon, IL Micro Area",56478,46777,37.5,4786,2546,20824,12574,127400,16660,2024
"Charleston-North Charleston, SC Metro Area",85254,834267,38.2,147264,64771,335865,231932,377500,16700,2024
"Charlotte-Concord-Gastonia, NC-SC Metro Area",83304,2768407,37.9,486353,205154,1076260,709351,356400,16740,2024
"Charlottesville, VA Metro Area",93598,224335,39.4,41844,26405,90452,59967,430300,16820,2024
"Chattanooga, TN-GA Metro Area",72161,575812,40.4,81290,34426,231335,157675,272400,16860,2024
"Cheyenne, WY Metro Area",80173,101060,38.5,14500,6596,43279,30537,348700,16940,2024
"Chicago-Naperville-Elgin, IL-IN Metro Area",90887,9371595,38.6,1598318,802337,3643783,2388392,323000,16980,2024
"Chico, CA Metro Area",67928,207929,36.2,27738,10063,83312,47717,424700,17020,2024
"Chillicothe, OH Micro Area",61303,76492,41.1,5880,2784,29808,20749,171500,17060,2024
"Cincinnati, OH-KY-IN Metro Area",81120,2270706,38.2,350347,160850,906675,619384,258600,17140,2024
"Clarksburg, WV Micro Area",59928,89182,43.0,9793,4483,35511,27199,162800,17220,2024
"Clarksdale, MS Micro Area",37461,20540,35.9,1540,727,8404,4378,90300,17260,2024
"Clarksville, TN-KY Metro Area",68967,334564,32.1,35914,16566,124867,76154,253300,17300,2024
"Clearlake, CA Micro Area",60621,68152,44.1,5866,1716,26940,19441,324300,17340,2024
"Cleveland, MS Micro Area",39585,29534,37.5,2968,1498,11915,7464,130000,17380,2024
"Cleveland, OH Metro Area",70678,2171526,41.6,314014,152059,931377,619763,215400,17410,2024
"Cleveland, TN Metro Area",66135,128963,40.5,12228,6024,50020,34856,247000,17420,2024
"Clewiston, FL Micro Area",53559,54945,38.6,3341,905,18630,14224,202300,17500,2024
"Clinton, IA Micro Area",66981,46268,42.4,4973,1563,19506,14541,160600,17540,2024
"Clovis, NM Micro Area",55690,66566,32.0,5289,3228,26036,16166,162000,17580,2024
"Coamo, PR Micro Area",23203,53901,44.4,8185,1740,21324,16323,103500,17620,2024
"Coco, PR Micro Area",21901,25079,43.7,3032,519,10761,8308,88700,17640,2024
"Cody, WY Micro Area",73035,30449,44.9,4732,2029,13330,10042,400500,17650,2024
"Coeur d'Alene, ID Metro Area",81861,181996,40.9,25966,8523,71172,50734,518700,17660,2024
"Coldwater, MI Micro Area",63724,45300,40.6,3853,1236,16906,13131,162500,17740,2024
"College Station-Bryan, TX Metro Area",60087,278335,28.6,34711,16089,105688,53974,279700,17780,2024
"Colorado Springs, CO Metro Area",90144,767824,35.5,128069,66765,302050,201837,461800,17820,2024
"Columbia, MO Metro Area",72340,215014,33.5,35599,17563,86393,51727,258700,17860,2024
"Columbia, SC Metro Area",68359,849181,37.6,119264,58572,339601,235645,232400,17900,2024
"Columbus, GA-AL Metro Area",59336,325615,36.5,36991,17674,127512,73765,197300,17980,2024
"Columbus, IN Metro Area",79901,83536,37.5,11086,6676,33359,23123,232800,18020,2024
"Columbus, MS Micro Area",51117,67863,38.2,7547,2965,26952,16979,150900,18060,2024
"Columbus, NE Micro Area",75378,45357,37.1,4428,1371,17365,12607,210600,18100,2024
"Columbus, OH Metro Area",81945,2175788,36.7,363297,160697,864663,530433,300800,18140,2024
"Concord, NH Micro Area",97004,155967,42.9,25766,13095,60901,44754,367600,18180,2024
"Connersville, IN Micro Area",59321,23334,44.0,1935,620,9422,6792,130700,18220,2024
"Cookeville, TN Micro Area",55380,145812,39.7,14382,5665,58693,40058,237000,18260,2024
"Coos Bay-North Bend, OR Micro Area",62143,64827,48.6,6702,3115,28731,20445,337800,18300,2024
"Corbin, KY Micro Area",46363,149689,39.0,9164,6183,56536,39443,134600,18340,2024
"Cordele, GA Micro Area",45105,19790,38.8,1325,448,7908,4389,140200,18380,2024
"Corinth, MS Micro Area",51260,34289,40.0,2920,1125,14456,9799,142100,18420,2024
"Cornelia, GA Micro Area",67309,47793,39.4,4701,2401,16753,12197,238300,18460,2024
"Corning, NY Micro Area",65887,92588,43.0,9084,6164,39219,28738,137900,18500,2024
"Corpus Christi, TX Metro Area",67453,448012,37.8,46105,17073,168972,104791,210400,18580,2024
"Corsicana, TX Micro Area",63111,54711,36.7,4337,1463,19044,13224,172600,18620,2024
"Cortland, NY Micro Area",70418,46246,37.0,4495,3078,18999,12597,162100,18660,2024
"Corvallis, OR Metro Area",77702,96303,34.5,16900,9362,38537,21945,513000,18700,2024
"Coshocton, OH Micro Area",55577,36744,41.3,2872,1099,14786,10780,155500,18740,2024
"Crawfordsville, IN Micro Area",71479,38312,40.4,3419,1506,15602,12524,171800,18820,2024
"Crescent City, CA Micro Area",67058,27107,39.9,2660,1064,9522,6673,342000,18860,2024
"Crestview-Fort Walton Beach-Destin, FL Metro Area",81993,299547,39.3,44852,21523,119773,85421,364100,18880,2024
"Crossville, TN Micro Area",60375,63553,53.5,5748,2643,28195,22614,250500,18900,2024
"Cullman, AL Micro Area",62656,90566,40.8,8261,3406,35347,27088,199100,18980,2024
"Cumberland, MD-WV Micro Area",62091,94306,42.1,8010,5506,38502,28368,161600,19060,2024
"Dallas-Fort Worth-Arlington, TX Metro Area",90275,7985590,35.6,1310869,580197,2891725,1737920,359500,19100,2024
"Dalton, GA Metro Area",67846,144160,37.1,10364,4573,52080,35936,208800,19140,2024
"Danville, IL Micro Area",56877,72386,41.3,5690,3294,30084,21129,97200,19180,2024
"Danville, KY Micro Area",56921,55445,40.1,4588,2769,21750,15602,173400,19220,2024
"Danville, VA Micro Area",49874,102070,45.0,8315,3705,44086,28791,150900,19260,2024
"Daphne-Fairhope-Foley, AL Metro Area",78775,246989,43.9,37938,15646,98574,76497,316900,19300,2024
"Davenport-Moline-Rock Island, IA-IL Metro Area",72738,381503,40.4,49772,21987,161702,115884,174100,19340,2024
"Dayton-Kettering-Beavercreek, OH Metro Area",71739,816080,39.1,105238,61224,344391,223806,201100,19430,2024
"Decatur, AL Metro Area",68116,157747,40.5,15271,6310,62667,46773,202500,19460,2024
"Decatur, IL Metro Area",62666,101849,40.6,11294,4605,43468,30493,127300,19500,2024
"Decatur, IN Micro Area",65289,36227,33.2,2408,827,12401,10349,178400,19540,2024
"Defiance, OH Micro Area",73064,38343,41.1,3314,1569,15327,12152,163200,19580,2024
"Del Rio, TX Micro Area",66100,47741,32.3,3741,2234,16810,11608,164600,19620,2024
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",71277,706150,47.8,99708,37797,294463,221898,324300,19660,2024
"Deming, NM Micro Area",36419,25611,36.3,1574,646,9223,6537,128000,19700,2024
"Denver-Aurora-Centennial, CO Metro Area",105762,3002721,37.3,656454,291007,1221636,782513,603800,19740,2024
"DeRidder, LA Micro Area",65944,36676,37.2,2842,1122,13747,11660,161700,19760,2024
"Des Moines-West Des Moines, IA Metro Area",85890,731120,36.8,131138,45481,294814,204751,267400,19780,2024
"Detroit Lakes, MN Micro Area",71388,35343,43.5,4677,1654,14410,11123,291000,19810,2024
"Detroit-Warren-Dearborn, MI Metro Area",76664,4376828,40.3,642231,323596,1768816,1259368,249700,19820,2024
"Dickinson, ND Micro Area",85938,38366,35.3,5668,1226,15515,10526,272800,19860,2024
"Dixon, IL Micro Area",70292,33869,43.1,3108,1136,13337,9821,154600,19940,2024
"Dodge City, KS Micro Area",70781,34074,32.3,2750,1086,11796,7371,151100,19980,2024
"Dothan, AL Metro Area",57791,152674,41.3,14449,6164,61011,41554,170700,20020,2024
"Douglas, GA Micro Area",48870,51684,36.0,2497,1273,18571,11919,117300,20060,2024
"Dover, DE Metro Area",74477,187604,38.8,20776,11406,71424,51808,316600,20100,2024
"Dublin, GA Micro Area",54207,58988,40.3,3708,2460,21809,14392,136600,20140,2024
"DuBois, PA Micro Area",62152,78635,45.4,8087,2841,32518,25534,137000,20180,2024
"Dubuque, IA Metro Area",77630,99030,39.1,14589,6002,40989,30062,237300,20220,2024
"Duluth, MN-WI Metro Area",71769,280870,41.5,40558,15100,120365,87067,222400,20260,2024
"Dumas, TX Micro Area",61762,21373,31.2,1213,311,7157,4470,152600,20300,2024
"Duncan, OK Micro Area",61620,43551,41.0,4092,1760,17567,13068,145300,20340,2024
"Durango, CO Micro Area",86056,56331,43.2,12427,5384,24378,17292,591500,20420,2024
"Durant, OK Micro Area",57225,48253,37.0,5789,2309,18397,11741,174900,20460,2024
"Durham-Chapel Hill, NC Metro Area",83500,601724,37.9,111925,66090,248256,154335,396100,20500,2024
"Dyersburg, TN Micro Area",58154,36508,40.2,3397,1133,14769,9136,166400,20540,2024
"Eagle Pass, TX Metro Area",49568,58082,30.3,3375,796,18080,12751,158700,20580,2024
"Easton, MD Micro Area",84811,37917,51.2,6966,3082,16433,12337,409700,20660,2024
"East Stroudsburg, PA Micro Area",83565,167515,44.1,20388,10016,61212,49111,267600,20700,2024
"Eau Claire, WI Metro Area",74595,173915,38.2,25322,8058,71865,47425,259900,20740,2024
"Edwards, CO Micro Area",104096,55135,39.7,13475,5074,22058,14545,839500,20780,2024
"Effingham, IL Micro Area",79157,44856,40.7,5260,1947,18128,14431,172400,20820,2024
"El Campo, TX Micro Area",66924,41794,38.1,4280,1102,15890,11482,189900,20900,2024
"El Centro, CA Metro Area",57681,180202,33.2,12870,3594,49644,28210,309600,20940,2024
"El Dorado, AR Micro Area",55259,37900,41.4,3170,1416,15002,10905,120900,20980,2024
"Elizabeth City, NC Micro Area",66589,40834,39.6,5226,1774,15785,10653,234600,21020,2024
"Elizabethtown, KY Metro Area",67534,127049,37.6,12049,6753,50618,32681,218800,21060,2024
"Elk City, OK Micro Area",53328,22148,37.1,1446,475,8188,5554,143500,21120,2024
"Elkhart-Goshen, IN Metro Area",68561,207132,35.6,16780,7192,72309,51749,210400,21140,2024
"Elkins, WV Micro Area",52757,27576,44.4,2835,867,10678,8007,144800,21180,2024
"Elko, NV Micro Area",85882,55632,36.1,4236,1628,20249,14520,297500,21220,2024
"Ellensburg, WA Micro Area",73804,47172,35.8,6896,2953,19993,12294,497400,21260,2024
"Elmira, NY Metro Area",63716,82147,42.0,8865,5700,35262,24132,141100,21300,2024
"El Paso, TX Metro Area",59751,874182,33.6,95779,34843,300479,193076,180200,21340,2024
"Emporia, KS Micro Area",59354,34747,34.2,3441,1832,14628,8642,146700,21380,2024
"Enid, OK Metro Area",66182,62146,36.0,6581,2280,23893,15762,160100,21420,2024
"Enterprise, AL Micro Area",68353,54920,39.0,4609,2855,20984,15163,188600,21460,2024
"Erie, PA Metro Area",63354,269052,40.2,34731,15902,110587,75276,177000,21500,2024
"Escanaba, MI Micro Area",57809,36813,48.0,4082,1170,15971,13098,157100,21540,2024
"Española, NM Micro Area",57155,40070,42.0,2903,2039,15647,12517,243700,21580,2024
"Eufaula, AL-GA Micro Area",44925,26907,41.8,1276,558,10195,7128,111300,21640,2024
"Eugene-Springfield, OR Metro Area",71544,384207,40.3,53761,25455,160445,95774,430600,21660,2024
"Eureka-Arcata, CA Micro Area",61160,134541,39.9,19767,7314,54922,31053,446900,21700,2024
"Evanston, WY-UT Micro Area",82471,23275,37.3,2491,596,8639,6693,293800,21740,2024
"Evansville, IN Metro Area",68232,270494,39.7,35147,15122,113966,80308,204000,21780,2024
"Fairbanks-College, AK Metro Area",88267,95460,32.5,12423,5756,36359,22424,298200,21820,2024
"Fairmont, MN Micro Area",59507,19780,43.9,2288,701,8839,6090,163500,21860,2024
"Fairmont, WV Micro Area",67370,55909,40.3,6684,3080,23339,17897,166700,21900,2024
"Fallon, NV Micro Area",79163,25805,40.4,2302,523,9516,6650,329900,21980,2024
"Fargo, ND-MN Metro Area",76756,259459,33.0,45733,15057,110387,61047,289100,22020,2024
"Faribault-Northfield, MN Micro Area",83181,67917,37.1,8039,3615,23493,17918,320200,22060,2024
"Farmington, MO Micro Area",57477,66999,39.5,5201,2169,24816,16925,169300,22100,2024
"Farmington, NM Metro Area",55872,120942,38.3,9172,4119,41732,29713,193800,22140,2024
"Fayetteville, NC Metro Area",61763,392380,32.3,42969,18751,149016,85381,202700,22180,2024
"Fayetteville, TN Micro Area",64667,35946,42.9,3301,1465,14849,11259,229700,22190,2024
"Fayetteville-Springdale-Rogers, AR Metro Area",81650,577726,34.7,83272,37860,215566,134192,307200,22220,2024
"Fergus Falls, MN Micro Area",72255,60475,46.2,8245,2805,25157,19996,273000,22260,2024
"Findlay, OH Micro Area",73141,74866,39.5,9694,4701,31615,22380,204700,22300,2024
"Fitzgerald, GA Micro Area",41758,17089,38.7,1049,372,7082,4481,112700,22340,2024
"Flagstaff, AZ Metro Area",72966,144508,32.8,20755,10273,55118,32909,448000,22380,2024
"Flint, MI Metro Area",62281,403305,40.6,42902,16990,167334,118363,182400,22420,2024
"Florence, SC Metro Area",54443,199675,39.8,18562,9456,78417,52218,170800,22500,2024
"Florence-Muscle Shoals, AL Metro Area",61891,153852,41.6,17781,7463,63559,44370,187400,22520,2024
"Fond du Lac, WI Metro Area",74275,104137,41.9,11165,3946,43243,30579,222800,22540,2024
"Forest City, NC Micro Area",51410,64930,45.3,6267,2996,26642,19684,201800,22580,2024
"Forrest City, AR Micro Area",42574,22400,40.1,1321,811,7783,4319,90900,22620,2024
"Fort Collins-Loveland, CO Metro Area",93765,367368,36.8,77866,37343,154232,98737,569100,22660,2024
"Fort Dodge, IA Micro Area",68975,36886,39.7,4009,960,15375,10815,153800,22700,2024
"Fort Leonard Wood, MO Micro Area",64466,53894,27.8,5126,1923,16851,10306,189800,22780,2024
"Fort Madison, IA Micro Area",62382,32893,43.6,3576,1132,14323,10934,141400,22800,2024
"Fort Morgan, CO Micro Area",73278,29520,37.5,2243,952,11069,7453,338600,22820,2024
"Fort Payne, AL Micro Area",51204,72269,39.5,4315,1941,26181,20490,152700,22840,2024
"Fort Smith, AR-OK Metro Area",58468,229899,38.7,20928,8040,90992,60605,171200,22900,2024
"Fort Wayne, IN Metro Area",71213,455416,36.8,61065,22341,182145,128037,214100,23060,2024
"Frankfort, IN Micro Area",65019,32944,36.7,2409,978,12496,9271,164100,23140,2024
"Frankfort, KY Micro Area",68568,76195,41.2,9802,4628,32371,22138,219900,23180,2024
"Franklin, KY Micro Area",59858,19972,38.8,1464,1022,8025,5351,229400,23190,2024
"Fredericksburg, TX Micro Area",76162,27524,50.7,4811,1976,11513,8624,460700,23240,2024
"Freeport, IL Micro Area",64043,43768,45.3,4284,1785,19358,13726,134900,23300,2024
"Fremont, NE Micro Area",74329,37351,39.3,3726,1272,15168,10150,208600,23340,2024
"Fremont, OH Micro Area",62295,58778,42.5,5369,1935,24686,18122,160700,23380,2024
"Fresno, CA Metro Area",74468,1177665,33.7,112744,40620,370081,210984,389400,23420,2024
"Gadsden, AL Metro Area",54563,103105,41.7,8093,3277,39411,29128,167100,23460,2024
"Gaffney, SC Micro Area",50288,56647,40.4,4403,2191,22063,16290,142000,23500,2024
"Gainesville, FL Metro Area",61468,349923,34.5,45693,27149,142499,84433,266200,23540,2024
"Gainesville, GA Metro Area",80901,212705,38.4,23746,9417,73551,50421,350400,23580,2024
"Gainesville, TX Micro Area",73932,43046,40.5,4539,1849,16528,11873,240400,23620,2024
"Galesburg, IL Micro Area",57030,49046,42.6,4646,1948,20972,14852,111900,23660,2024
"Gallipolis, OH Micro Area",56830,29068,41.4,2265,1408,11614,8672,155600,23680,2024
"Gallup, NM Micro Area",47668,70431,34.6,3610,1795,21353,14900,78700,23700,2024
"Garden City, KS Micro Area",73009,38084,31.9,2953,1106,13229,8589,201400,23780,2024
"Gardnerville Ranchos, NV-CA Micro Area",91077,51239,54.6,8588,3125,21760,17151,614900,23820,2024
"Gettysburg, PA Metro Area",84092,106115,43.7,11143,6388,40841,32214,268500,23900,2024
"Gillette, WY Micro Area",89869,47240,36.3,4489,2388,17988,13971,279100,23940,2024
"Glasgow, KY Micro Area",50729,55363,40.3,4130,1892,22117,14928,165700,23980,2024
"Glens Falls, NY Metro Area",75836,126039,46.1,15933,9201,54602,40486,232500,24020,2024
"Gloversville, NY Micro Area",66533,52487,44.1,5013,2460,22866,16320,163100,24100,2024
"Goldsboro, NC Metro Area",59733,118652,37.3,11999,4201,47507,29195,178700,24140,2024
"Granbury, TX Micro Area",88160,65894,45.9,10932,3804,25523,20716,306400,24180,2024
"Grand Forks, ND-MN Metro Area",69836,103628,33.5,14672,5039,43655,25014,242500,24220,2024
"Grand Island, NE Metro Area",69704,76794,37.0,6885,3020,30296,19832,218400,24260,2024
"Grand Junction, CO Metro Area",73658,158601,41.3,24378,8146,65830,47707,378600,24300,2024
"Grand Rapids, MN Micro Area",68603,45275,46.9,5504,2411,18541,15396,225200,24330,2024
"Grand Rapids-Wyoming-Kentwood, MI Metro Area",82874,1162152,36.8,184499,74909,440316,328536,285300,24340,2024
"Grants Pass, OR Metro Area",60098,88179,47.3,8234,3519,36715,26333,404300,24420,2024
"Great Bend, KS Micro Area",58851,25097,38.8,2660,772,10380,6764,126400,24460,2024
"Great Falls, MT Metro Area",67690,84606,38.6,10460,4490,35615,24408,265300,24500,2024
"Greeley, CO Metro Area",97097,350396,35.3,48843,20999,124287,94490,471700,24540,2024
"Green Bay, WI Metro Area",79267,331145,39.5,48869,16355,136101,94726,257300,24580,2024
"Greencastle, IN Micro Area",78378,37280,38.4,3487,1188,14142,10663,218900,24600,2024
"Greeneville, TN Micro Area",56194,71628,44.7,6042,2681,28400,21899,207500,24620,2024
"Greenfield, MA Micro Area",74907,70944,47.2,12024,7152,31570,22143,329000,24640,2024
"Greensboro-High Point, NC Metro Area",65565,786419,38.9,108691,46144,317045,202128,231000,24660,2024
"Greensburg, IN Micro Area",69783,26422,39.8,2658,798,10712,8151,199100,24700,2024
"Greenville, MS Micro Area",42165,42765,38.0,3659,1874,17113,10301,104000,24740,2024
"Greenville, NC Metro Area",58188,177193,33.0,21029,10438,74533,38344,208900,24780,2024
"Greenville, OH Micro Area",64486,51594,41.8,3936,1513,21297,15413,173200,24820,2024
"Greenville-Anderson-Greer, SC Metro Area",71240,961939,38.8,141560,60181,383842,271252,264600,24860,2024
"Greenwood, MS Micro Area",39534,36827,38.3,3159,1581,14461,8914,103600,24900,2024
"Greenwood, SC Micro Area",52860,93909,40.9,9560,4181,37646,26313,180100,24940,2024
"Grenada, MS Micro Area",46897,30819,39.9,2566,1449,12601,8771,129600,24980,2024
"Guayama, PR Metro Area",21186,66202,43.9,8349,2753,28965,20370,98900,25020,2024
"Gulfport-Biloxi, MS Metro Area",62418,421201,39.8,48309,21390,167947,115159,205000,25060,2024
"Guymon, OK Micro Area",60069,20774,33.0,1814,768,6824,4532,163500,25100,2024
"Hagerstown-Martinsburg, MD-WV Metro Area",78802,302649,40.2,31402,16080,118181,84893,278100,25180,2024
"Hailey, ID Micro Area",88522,31433,44.0,6811,1939,12631,9412,607600,25200,2024
"Hammond, LA Metro Area",56760,136738,35.9,12746,4460,51999,36540,212900,25220,2024
"Hanford-Corcoran, CA Metro Area",70995,153298,32.5,8974,3118,44052,23870,324300,25260,2024
"Hannibal, MO Micro Area",63545,38885,40.8,3606,1907,15293,11242,163800,25300,2024
"Harrisburg-Carlisle, PA Metro Area",80919,604155,40.1,92660,41606,246084,167452,253100,25420,2024
"Harrison, AR Micro Area",54384,45250,42.7,3604,1474,18542,13311,185000,25460,2024
"Harrisonburg, VA Metro Area",75065,136992,34.9,15007,8131,50046,31459,309300,25500,2024
"Hartford-West Hartford-East Hartford, CT Metro Area",95118,1153112,40.8,191923,114907,465181,313190,333500,25540,2024
"Hastings, NE Micro Area",69510,40507,39.2,4552,1876,17059,12363,175200,25580,2024
"Hattiesburg, MS Metro Area",60285,155434,35.5,18346,8814,60155,38660,191200,25620,2024
"Hays, KS Micro Area",63084,28920,33.2,4266,1568,12251,7742,216300,25700,2024
"Heber, UT Micro Area",127160,79612,39.2,18310,7678,28610,22959,893100,25720,2024
"Helena, MT Metro Area",78528,93906,42.6,18017,6345,39033,28562,401200,25740,2024
"Hemlock Farms, PA Micro Area",81323,60621,49.4,8191,4609,24262,21116,272600,25770,2024
"Henderson, KY Micro Area",59053,57122,40.7,4867,1974,23445,15647,161700,25775,2024
"Henderson, NC Micro Area",50465,42322,39.9,3529,1042,16147,9712,161500,25780,2024
"Hereford, TX Micro Area",60799,18460,31.3,886,203,6051,4043,121300,25820,2024
"Hermiston-Pendleton, OR Micro Area",68427,92240,36.8,6865,2930,33033,22600,275100,25840,2024
"Hermitage, PA Micro Area",59976,109257,45.1,13359,5218,46524,33679,164000,25850,2024
"Hickory-Lenoir-Morganton, NC Metro Area",62787,368316,43.5,40388,14071,149578,110454,215600,25860,2024
"Hillsdale, MI Micro Area",64242,45654,43.1,4122,1910,17860,14647,176100,25880,2024
"Hilo-Kailua, HI Micro Area",78639,205769,44.3,28558,11852,74072,54795,519300,25900,2024
"Hilton Head Island-Bluffton-Port Royal, SC Metro Area",83304,227455,47.7,42503,21235,95451,72649,439500,25940,2024
"Hinesville, GA Metro Area",61709,85771,29.7,6501,2271,30160,16223,204500,25980,2024
"Hobbs, NM Micro Area",68015,73733,32.5,3619,2823,24670,17559,184000,26020,2024
"Holland, MI Micro Area",83283,121456,41.0,15195,5908,45522,39772,267100,26090,2024
"Homosassa Springs, FL Metro Area",56546,162472,56.9,17051,6787,71291,60758,245500,26140,2024
"Hood River, OR Micro Area",88947,23905,40.7,4126,1806,8939,6203,660000,26220,2024
"Hot Springs, AR Metro Area",57181,100035,45.5,11844,5015,43667,30296,194300,26300,2024
"Houghton, MI Micro Area",58128,39826,33.5,4934,2556,15440,11300,160800,26340,2024
"Houma-Bayou Cane-Thibodaux, LA Metro Area",64038,202438,38.8,18030,6252,79889,61898,189700,26380,2024
"Houston-Pasadena-The Woodlands, TX Metro Area",82168,7442788,35.4,1080098,465149,2661739,1630188,298000,26420,2024
"Hudson, NY Micro Area",81528,61100,49.8,9073,6830,26627,20315,347100,26460,2024
"Huntingdon, PA Micro Area",65557,43653,44.0,3917,1580,16341,12942,183200,26500,2024
"Huntington, IN Micro Area",66301,36798,40.4,3541,1316,15403,11920,161600,26540,2024
"Huntington-Ashland, WV-KY-OH Metro Area",60078,370729,41.9,35284,18175,152165,111969,154700,26580,2024
"Huntsville, AL Metro Area",85989,516951,38.8,91131,48806,205984,144511,295200,26620,2024
"Huntsville, TX Micro Area",52324,80209,37.6,7856,2923,26017,14694,226900,26660,2024
"Huron, SD Micro Area",67681,19309,37.6,2361,750,7536,5494,175100,26700,2024
"Hutchinson, KS Micro Area",60645,61553,40.9,5762,2342,25592,17708,132500,26740,2024
"Hutchinson, MN Micro Area",80084,36798,41.6,3568,1171,15215,11781,246100,26780,2024
"Idaho Falls, ID Metro Area",80291,165361,33.5,22311,6939,55456,40997,372100,26820,2024
"Indiana, PA Micro Area",60208,83042,40.0,8550,4475,32487,23435,152800,26860,2024
"Indianapolis-Carmel-Greenwood, IN Metro Area",79852,2130055,36.9,347581,144257,842765,563165,265900,26900,2024
"Iowa City, IA Metro Area",75088,179200,32.1,31789,14007,72313,44246,293600,26980,2024
"Iron Mountain, MI-WI Micro Area",64552,30600,48.1,4055,1287,14102,11801,157300,27020,2024
