series_id,cbsa_code,year,period,value
LAUMT302450000000003,24500,2020,M13,5.8
LAUMT302450000000003,24500,2019,M13,3.4
LAUMT302450000000003,24500,2018,M13,3.6
LAUMT302450000000003,24500,2017,M13,3.8
LAUMT302450000000003,24500,2016,M13,4.1
LAUMT302450000000003,24500,2015,M13,4.1
LAUMT302450000000003,24500,2024,M12,2.9
LAUMT082454000000003,24540,2024,M13,4.4
LAUMT082454000000003,24540,2023,M13,3.4
LAUMT082454000000003,24540,2022,M13,3.3
LAUMT082454000000003,24540,2021,M13,5.8
LAUMT082454000000003,24540,2020,M13,6.5
LAUMT082454000000003,24540,2019,M13,2.5
LAUMT082454000000003,24540,2018,M13,2.8
LAUMT082454000000003,24540,2017,M13,2.5
LAUMT082454000000003,24540,2016,M13,3.2
LAUMT082454000000003,24540,2015,M13,3.7
LAUMT082454000000003,24540,2024,M12,4.3
LAUMT552458000000003,24580,2024,M13,2.7
LAUMT552458000000003,24580,2023,M13,2.6
LAUMT552458000000003,24580,2022,M13,2.6
LAUMT552458000000003,24580,2021,M13,3.4
LAUMT552458000000003,24580,2020,M13,6.0
LAUMT552458000000003,24580,2019,M13,3.0
LAUMT552458000000003,24580,2018,M13,2.8
LAUMT552458000000003,24580,2017,M13,3.0
LAUMT552458000000003,24580,2016,M13,3.6
LAUMT552458000000003,24580,2015,M13,4.1
LAUMT552458000000003,24580,2024,M12,2.6
LAUMT372466000000003,24660,2024,M13,4.0
LAUMT372466000000003,24660,2023,M13,3.9
LAUMT372466000000003,24660,2022,M13,4.0
LAUMT372466000000003,24660,2021,M13,5.4
LAUMT372466000000003,24660,2020,M13,8.1
LAUMT372466000000003,24660,2019,M13,4.0
LAUMT372466000000003,24660,2018,M13,4.2
LAUMT372466000000003,24660,2017,M13,4.7
LAUMT372466000000003,24660,2016,M13,5.2
LAUMT372466000000003,24660,2015,M13,5.9
LAUMT372466000000003,24660,2024,M12,3.6
LAUMT372478000000003,24780,2024,M13,4.1
LAUMT372478000000003,24780,2023,M13,4.1
LAUMT372478000000003,24780,2022,M13,4.3
LAUMT372478000000003,24780,2021,M13,5.4
LAUMT372478000000003,24780,2020,M13,7.2
LAUMT372478000000003,24780,2019,M13,4.4
LAUMT372478000000003,24780,2018,M13,4.5
LAUMT372478000000003,24780,2017,M13,5.1
LAUMT372478000000003,24780,2016,M13,5.8
LAUMT372478000000003,24780,2015,M13,6.0
LAUMT372478000000003,24780,2024,M12,3.7
LAUMT452486000000003,24860,2024,M13,3.8
LAUMT452486000000003,24860,2023,M13,2.7
LAUMT452486000000003,24860,2022,M13,2.8
LAUMT452486000000003,24860,2021,M13,3.4
LAUMT452486000000003,24860,2020,M13,5.5
LAUMT452486000000003,24860,2019,M13,2.5
LAUMT452486000000003,24860,2018,M13,3.0
LAUMT452486000000003,24860,2017,M13,3.7
LAUMT452486000000003,24860,2016,M13,4.3
LAUMT452486000000003,24860,2015,M13,5.2
LAUMT452486000000003,24860,2024,M12,3.6
LAUMT282506000000003,25060,2024,M13,3.0
LAUMT282506000000003,25060,2023,M13,2.9
LAUMT282506000000003,25060,2022,M13,3.6
LAUMT282506000000003,25060,2021,M13,5.2
LAUMT282506000000003,25060,2020,M13,8.6
LAUMT282506000000003,25060,2019,M13,5.3
LAUMT282506000000003,25060,2018,M13,4.9
LAUMT282506000000003,25060,2017,M13,5.1
LAUMT282506000000003,25060,2016,M13,5.8
LAUMT282506000000003,25060,2015,M13,6.5
LAUMT282506000000003,25060,2024,M12,3.3
LAUMT242518000000003,25180,2024,M13,3.3
LAUMT242518000000003,25180,2023,M13,2.9
LAUMT242518000000003,25180,2022,M13,3.0
LAUMT242518000000003,25180,2021,M13,4.3
LAUMT242518000000003,25180,2020,M13,6.3
LAUMT242518000000003,25180,2019,M13,3.6
LAUMT242518000000003,25180,2018,M13,4.1
LAUMT242518000000003,25180,2017,M13,4.1
LAUMT242518000000003,25180,2016,M13,4.5
LAUMT242518000000003,25180,2015,M13,5.2
LAUMT242518000000003,25180,2024,M12,2.9
LAUMT222522000000003,25220,2024,M13,4.8
LAUMT222522000000003,25220,2023,M13,4.2
LAUMT222522000000003,25220,2022,M13,4.1
LAUMT222522000000003,25220,2021,M13,6.2
LAUMT222522000000003,25220,2020,M13,9.6
LAUMT222522000000003,25220,2019,M13,5.0
LAUMT222522000000003,25220,2018,M13,5.1
LAUMT222522000000003,25220,2017,M13,5.4
LAUMT222522000000003,25220,2016,M13,6.4
LAUMT222522000000003,25220,2015,M13,7.1
LAUMT222522000000003,25220,2024,M12,4.5
LAUMT062526000000003,25260,2024,M13,8.7
LAUMT062526000000003,25260,2023,M13,8.4
LAUMT062526000000003,25260,2022,M13,7.4
LAUMT062526000000003,25260,2021,M13,10.0
LAUMT062526000000003,25260,2020,M13,12.3
LAUMT062526000000003,25260,2019,M13,8.3
LAUMT062526000000003,25260,2018,M13,8.2
LAUMT062526000000003,25260,2017,M13,9.3
LAUMT062526000000003,25260,2016,M13,10.3
LAUMT062526000000003,25260,2015,M13,10.5
LAUMT062526000000003,25260,2024,M12,8.9
LAUMT422542000000003,25420,2024,M13,3.4
LAUMT422542000000003,25420,2023,M13,3.2
LAUMT422542000000003,25420,2022,M13,3.6
LAUMT422542000000003,25420,2021,M13,5.1
LAUMT422542000000003,25420,2020,M13,7.5
LAUMT422542000000003,25420,2019,M13,3.7
LAUMT422542000000003,25420,2018,M13,3.8
LAUMT422542000000003,25420,2017,M13,4.2
LAUMT422542000000003,25420,2016,M13,4.4
LAUMT422542000000003,25420,2015,M13,4.4
LAUMT422542000000003,25420,2024,M12,3.2
LAUMT512550000000003,25500,2024,M13,2.8
LAUMT512550000000003,25500,2023,M13,2.6
LAUMT512550000000003,25500,2022,M13,2.6
LAUMT512550000000003,25500,2021,M13,3.2
LAUMT512550000000003,25500,2020,M13,5.3
LAUMT512550000000003,25500,2019,M13,2.5
LAUMT512550000000003,25500,2018,M13,2.8
LAUMT512550000000003,25500,2017,M13,3.4
LAUMT512550000000003,25500,2016,M13,3.8
LAUMT512550000000003,25500,2015,M13,4.5
LAUMT512550000000003,25500,2024,M12,2.5
LAUMT092554000000003,25540,2024,M13,3.3
LAUMT092554000000003,25540,2023,M13,3.1
LAUMT092554000000003,25540,2022,M13,4.1
LAUMT092554000000003,25540,2021,M13,6.5
LAUMT092554000000003,25540,2020,M13,7.9
LAUMT092554000000003,25540,2019,M13,3.6
LAUMT092554000000003,25540,2018,M13,3.9
LAUMT092554000000003,25540,2017,M13,4.4
LAUMT092554000000003,25540,2016,M13,4.9
LAUMT092554000000003,25540,2015,M13,5.5
LAUMT092554000000003,25540,2024,M12,3.0
LAUMT282562000000003,25620,2024,M13,3.0
LAUMT282562000000003,25620,2023,M13,2.9
LAUMT282562000000003,25620,2022,M13,3.5
LAUMT282562000000003,25620,2021,M13,4.9
LAUMT282562000000003,25620,2020,M13,7.1
LAUMT282562000000003,25620,2019,M13,5.0
LAUMT282562000000003,25620,2018,M13,4.4
LAUMT282562000000003,25620,2017,M13,4.7
LAUMT282562000000003,25620,2016,M13,5.5
LAUMT282562000000003,25620,2015,M13,5.8
LAUMT282562000000003,25620,2024,M12,3.3
LAUMT302574000000003,25740,2024,M13,2.8
LAUMT302574000000003,25740,2023,M13,2.6
LAUMT302574000000003,25740,2022,M13,2.5
LAUMT302574000000003,25740,2021,M13,3.1
LAUMT302574000000003,25740,2020,M13,5.1
LAUMT302574000000003,25740,2019,M13,3.1
LAUMT302574000000003,25740,2018,M13,3.4
LAUMT302574000000003,25740,2017,M13,3.7
LAUMT302574000000003,25740,2016,M13,3.6
LAUMT302574000000003,25740,2015,M13,3.6
LAUMT302574000000003,25740,2024,M12,2.7
LAUMT372586000000003,25860,2024,M13,3.6
LAUMT372586000000003,25860,2023,M13,3.3
LAUMT372586000000003,25860,2022,M13,3.5
LAUMT372586000000003,25860,2021,M13,4.7
LAUMT372586000000003,25860,2020,M13,7.8
LAUMT372586000000003,25860,2019,M13,3.7
LAUMT372586000000003,25860,2018,M13,3.7
LAUMT372586000000003,25860,2017,M13,4.3
LAUMT372586000000003,25860,2016,M13,4.9
LAUMT372586000000003,25860,2015,M13,5.6
LAUMT372586000000003,25860,2024,M12,3.5
LAUMT452594000000003,25940,2024,M13,3.9
LAUMT452594000000003,25940,2023,M13,2.7
LAUMT452594000000003,25940,2022,M13,3.0
LAUMT452594000000003,25940,2021,M13,3.3
LAUMT452594000000003,25940,2020,M13,5.1
LAUMT452594000000003,25940,2019,M13,2.4
LAUMT452594000000003,25940,2018,M13,3.0
LAUMT452594000000003,25940,2017,M13,3.7
LAUMT452594000000003,25940,2016,M13,4.4
LAUMT452594000000003,25940,2015,M13,5.4
LAUMT452594000000003,25940,2024,M12,3.7
LAUMT132598000000003,25980,2024,M13,3.8
LAUMT132598000000003,25980,2023,M13,3.7
LAUMT132598000000003,25980,2022,M13,3.7
LAUMT132598000000003,25980,2021,M13,4.2
LAUMT132598000000003,25980,2020,M13,6.5
LAUMT132598000000003,25980,2019,M13,4.4
LAUMT132598000000003,25980,2018,M13,4.7
LAUMT132598000000003,25980,2017,M13,5.7
LAUMT132598000000003,25980,2016,M13,6.4
LAUMT132598000000003,25980,2015,M13,6.3
LAUMT132598000000003,25980,2024,M12,3.3
LAUMT122614000000003,26140,2024,M13,4.9
LAUMT122614000000003,26140,2023,M13,4.3
LAUMT122614000000003,26140,2022,M13,4.1
LAUMT122614000000003,26140,2021,M13,5.5
LAUMT122614000000003,26140,2020,M13,8.3
LAUMT122614000000003,26140,2019,M13,4.7
LAUMT122614000000003,26140,2018,M13,5.0
LAUMT122614000000003,26140,2017,M13,5.6
LAUMT122614000000003,26140,2016,M13,6.4
LAUMT122614000000003,26140,2015,M13,7.6
LAUMT122614000000003,26140,2024,M12,4.7
LAUMT052630000000003,26300,2024,M13,3.7
LAUMT052630000000003,26300,2023,M13,3.4
LAUMT052630000000003,26300,2022,M13,3.6
LAUMT052630000000003,26300,2021,M13,4.7
LAUMT052630000000003,26300,2020,M13,7.7
LAUMT052630000000003,26300,2019,M13,3.5
LAUMT052630000000003,26300,2018,M13,3.8
LAUMT052630000000003,26300,2017,M13,3.9
LAUMT052630000000003,26300,2016,M13,4.2
LAUMT052630000000003,26300,2015,M13,5.4
LAUMT052630000000003,26300,2024,M12,3.7
LAUMT222638000000003,26380,2024,M13,3.8
LAUMT222638000000003,26380,2023,M13,3.2
LAUMT222638000000003,26380,2022,M13,3.5
LAUMT222638000000003,26380,2021,M13,5.3
LAUMT222638000000003,26380,2020,M13,7.4
LAUMT222638000000003,26380,2019,M13,4.3
LAUMT222638000000003,26380,2018,M13,4.7
LAUMT222638000000003,26380,2017,M13,5.3
LAUMT222638000000003,26380,2016,M13,6.4
LAUMT222638000000003,26380,2015,M13,5.7
LAUMT222638000000003,26380,2024,M12,3.6
LAUMT482642000000003,26420,2024,M13,4.4
LAUMT482642000000003,26420,2023,M13,4.2
LAUMT482642000000003,26420,2022,M13,4.2
LAUMT482642000000003,26420,2021,M13,6.2
LAUMT482642000000003,26420,2020,M13,8.5
LAUMT482642000000003,26420,2019,M13,3.8
LAUMT482642000000003,26420,2018,M13,4.3
LAUMT482642000000003,26420,2017,M13,5.0
LAUMT482642000000003,26420,2016,M13,5.2
LAUMT482642000000003,26420,2015,M13,4.6
LAUMT482642000000003,26420,2024,M12,4.1
LAUMT542658000000003,26580,2024,M13,4.8
LAUMT542658000000003,26580,2023,M13,4.5
LAUMT542658000000003,26580,2022,M13,4.4
LAUMT542658000000003,26580,2021,M13,5.2
LAUMT542658000000003,26580,2020,M13,8.1
LAUMT542658000000003,26580,2019,M13,5.1
LAUMT542658000000003,26580,2018,M13,5.5
LAUMT542658000000003,26580,2017,M13,5.9
LAUMT542658000000003,26580,2016,M13,6.6
LAUMT542658000000003,26580,2015,M13,6.4
LAUMT542658000000003,26580,2024,M12,4.4
LAUMT012662000000003,26620,2024,M13,2.5
LAUMT012662000000003,26620,2023,M13,2.0
LAUMT012662000000003,26620,2022,M13,2.0
LAUMT012662000000003,26620,2021,M13,2.5
LAUMT012662000000003,26620,2020,M13,4.8
LAUMT012662000000003,26620,2019,M13,2.7
LAUMT012662000000003,26620,2018,M13,3.4
LAUMT012662000000003,26620,2017,M13,3.9
LAUMT012662000000003,26620,2016,M13,4.9
LAUMT012662000000003,26620,2015,M13,5.5
LAUMT012662000000003,26620,2024,M12,2.4
LAUMT162682000000003,26820,2024,M13,3.0
LAUMT162682000000003,26820,2023,M13,2.7
LAUMT162682000000003,26820,2022,M13,2.5
LAUMT162682000000003,26820,2021,M13,2.8
LAUMT162682000000003,26820,2020,M13,4.0
LAUMT162682000000003,26820,2019,M13,2.4
LAUMT162682000000003,26820,2018,M13,2.4
LAUMT162682000000003,26820,2017,M13,2.7
LAUMT162682000000003,26820,2016,M13,3.1
LAUMT162682000000003,26820,2015,M13,3.3
LAUMT162682000000003,26820,2024,M12,3.0
LAUMT182690000000003,26900,2024,M13,3.7
LAUMT182690000000003,26900,2023,M13,3.1
LAUMT182690000000003,26900,2022,M13,2.9
LAUMT182690000000003,26900,2021,M13,3.8
LAUMT182690000000003,26900,2020,M13,6.8
LAUMT182690000000003,26900,2019,M13,3.0
LAUMT182690000000003,26900,2018,M13,3.2
LAUMT182690000000003,26900,2017,M13,3.3
LAUMT182690000000003,26900,2016,M13,4.0
LAUMT182690000000003,26900,2015,M13,4.5
LAUMT182690000000003,26900,2024,M12,3.3
LAUMT192698000000003,26980,2024,M13,2.4
LAUMT192698000000003,26980,2023,M13,2.5
LAUMT192698000000003,26980,2022,M13,2.4
LAUMT192698000000003,26980,2021,M13,3.4
LAUMT192698000000003,26980,2020,M13,4.6
LAUMT192698000000003,26980,2019,M13,2.0
LAUMT192698000000003,26980,2018,M13,2.0
LAUMT192698000000003,26980,2017,M13,2.5
LAUMT192698000000003,26980,2016,M13,2.6
LAUMT192698000000003,26980,2015,M13,2.7
LAUMT192698000000003,26980,2024,M12,2.4
LAUMT362706000000003,27060,2024,M13,3.4
LAUMT362706000000003,27060,2023,M13,3.2
LAUMT362706000000003,27060,2022,M13,3.0
LAUMT362706000000003,27060,2021,M13,3.9
LAUMT362706000000003,27060,2020,M13,5.7
LAUMT362706000000003,27060,2019,M13,3.5
LAUMT362706000000003,27060,2018,M13,3.5
LAUMT362706000000003,27060,2017,M13,4.2
LAUMT362706000000003,27060,2016,M13,4.1
LAUMT362706000000003,27060,2015,M13,4.4
LAUMT362706000000003,27060,2024,M12,3.1
LAUMT262710000000003,27100,2024,M13,4.8
LAUMT262710000000003,27100,2023,M13,4.1
LAUMT262710000000003,27100,2022,M13,4.5
LAUMT262710000000003,27100,2021,M13,5.7
LAUMT262710000000003,27100,2020,M13,9.4
LAUMT262710000000003,27100,2019,M13,3.9
LAUMT262710000000003,27100,2018,M13,4.1
LAUMT262710000000003,27100,2017,M13,4.7
LAUMT262710000000003,27100,2016,M13,4.9
LAUMT262710000000003,27100,2015,M13,5.3
LAUMT262710000000003,27100,2024,M12,5.2
LAUMT282714000000003,27140,2024,M13,2.9
LAUMT282714000000003,27140,2023,M13,2.8
LAUMT282714000000003,27140,2022,M13,3.5
LAUMT282714000000003,27140,2021,M13,5.1
LAUMT282714000000003,27140,2020,M13,7.6
LAUMT282714000000003,27140,2019,M13,5.0
LAUMT282714000000003,27140,2018,M13,4.5
LAUMT282714000000003,27140,2017,M13,4.6
LAUMT282714000000003,27140,2016,M13,5.2
LAUMT282714000000003,27140,2015,M13,5.5
LAUMT282714000000003,27140,2024,M12,3.1
LAUMT472718000000003,27180,2024,M13,3.7
LAUMT472718000000003,27180,2023,M13,3.5
LAUMT472718000000003,27180,2022,M13,3.7
LAUMT472718000000003,27180,2021,M13,4.8
LAUMT472718000000003,27180,2020,M13,7.6
LAUMT472718000000003,27180,2019,M13,4.0
LAUMT472718000000003,27180,2018,M13,4.3
LAUMT472718000000003,27180,2017,M13,4.5
LAUMT472718000000003,27180,2016,M13,5.6
LAUMT472718000000003,27180,2015,M13,6.2
LAUMT472718000000003,27180,2024,M12,3.6
LAUMT122726000000003,27260,2024,M13,3.4
LAUMT122726000000003,27260,2023,M13,3.1
LAUMT122726000000003,27260,2022,M13,3.0
LAUMT122726000000003,27260,2021,M13,4.2
LAUMT122726000000003,27260,2020,M13,6.5
LAUMT122726000000003,27260,2019,M13,3.2
LAUMT122726000000003,27260,2018,M13,3.5
LAUMT122726000000003,27260,2017,M13,4.1
LAUMT122726000000003,27260,2016,M13,4.7
LAUMT122726000000003,27260,2015,M13,5.4
LAUMT122726000000003,27260,2024,M12,3.2
LAUMT372734000000003,27340,2024,M13,3.8
LAUMT372734000000003,27340,2023,M13,3.7
LAUMT372734000000003,27340,2022,M13,3.9
LAUMT372734000000003,27340,2021,M13,4.7
LAUMT372734000000003,27340,2020,M13,6.7
LAUMT372734000000003,27340,2019,M13,4.3
LAUMT372734000000003,27340,2018,M13,4.5
LAUMT372734000000003,27340,2017,M13,4.9
LAUMT372734000000003,27340,2016,M13,5.4
LAUMT372734000000003,27340,2015,M13,5.8
LAUMT372734000000003,27340,2024,M12,3.5
LAUMT552750000000003,27500,2024,M13,3.2
LAUMT552750000000003,27500,2023,M13,3.2
LAUMT552750000000003,27500,2022,M13,3.4
LAUMT552750000000003,27500,2021,M13,4.6
LAUMT552750000000003,27500,2020,M13,7.4
LAUMT552750000000003,27500,2019,M13,3.6
LAUMT552750000000003,27500,2018,M13,3.3
LAUMT552750000000003,27500,2017,M13,3.8
LAUMT552750000000003,27500,2016,M13,4.4
LAUMT552750000000003,27500,2015,M13,5.1
LAUMT552750000000003,27500,2024,M12,3.0
LAUMT292762000000003,27620,2024,M13,3.2
LAUMT292762000000003,27620,2023,M13,2.7
LAUMT292762000000003,27620,2022,M13,2.2
LAUMT292762000000003,27620,2021,M13,3.0
LAUMT292762000000003,27620,2020,M13,4.4
LAUMT292762000000003,27620,2019,M13,2.7
LAUMT292762000000003,27620,2018,M13,2.7
LAUMT292762000000003,27620,2017,M13,3.2
LAUMT292762000000003,27620,2016,M13,3.8
LAUMT292762000000003,27620,2015,M13,4.4
LAUMT292762000000003,27620,2024,M12,2.7
LAUMT472774000000003,27740,2024,M13,3.4
LAUMT472774000000003,27740,2023,M13,3.3
LAUMT472774000000003,27740,2022,M13,3.3
LAUMT472774000000003,27740,2021,M13,3.9
LAUMT472774000000003,27740,2020,M13,6.3
LAUMT472774000000003,27740,2019,M13,3.6
LAUMT472774000000003,27740,2018,M13,3.7
LAUMT472774000000003,27740,2017,M13,4.0
LAUMT472774000000003,27740,2016,M13,5.0
LAUMT472774000000003,27740,2015,M13,5.9
LAUMT472774000000003,27740,2024,M12,3.5
LAUMT422778000000003,27780,2024,M13,4.4
LAUMT422778000000003,27780,2023,M13,4.3
LAUMT422778000000003,27780,2022,M13,5.0
LAUMT422778000000003,27780,2021,M13,6.5
LAUMT422778000000003,27780,2020,M13,9.0
LAUMT422778000000003,27780,2019,M13,5.1
LAUMT422778000000003,27780,2018,M13,5.2
LAUMT422778000000003,27780,2017,M13,6.0
LAUMT422778000000003,27780,2016,M13,6.6
LAUMT422778000000003,27780,2015,M13,6.7
LAUMT422778000000003,27780,2024,M12,4.3
LAUMT052786000000003,27860,2024,M13,3.3
LAUMT052786000000003,27860,2023,M13,2.9
LAUMT052786000000003,27860,2022,M13,2.9
LAUMT052786000000003,27860,2021,M13,3.5
LAUMT052786000000003,27860,2020,M13,5.6
LAUMT052786000000003,27860,2019,M13,3.0
LAUMT052786000000003,27860,2018,M13,3.3
LAUMT052786000000003,27860,2017,M13,3.4
LAUMT052786000000003,27860,2016,M13,3.6
LAUMT052786000000003,27860,2015,M13,4.5
LAUMT052786000000003,27860,2024,M12,3.4
LAUMT292790000000003,27900,2024,M13,3.6
LAUMT292790000000003,27900,2023,M13,3.0
LAUMT292790000000003,27900,2022,M13,2.5
LAUMT292790000000003,27900,2021,M13,3.5
LAUMT292790000000003,27900,2020,M13,5.6
LAUMT292790000000003,27900,2019,M13,3.0
LAUMT292790000000003,27900,2018,M13,2.9
LAUMT292790000000003,27900,2017,M13,3.5
LAUMT292790000000003,27900,2016,M13,4.2
LAUMT292790000000003,27900,2015,M13,4.5
LAUMT292790000000003,27900,2024,M12,3.3
LAUMT152798000000003,27980,2024,M13,4.1
LAUMT152798000000003,27980,2023,M13,4.3
LAUMT152798000000003,27980,2022,M13,3.3
LAUMT152798000000003,27980,2021,M13,7.8
LAUMT152798000000003,27980,2020,M13,18.2
LAUMT152798000000003,27980,2019,M13,2.5
LAUMT152798000000003,27980,2018,M13,2.4
LAUMT152798000000003,27980,2017,M13,2.4
LAUMT152798000000003,27980,2016,M13,3.1
LAUMT152798000000003,27980,2015,M13,3.5
LAUMT152798000000003,27980,2024,M12,3.0
LAUMT262802000000003,28020,2024,M13,4.1
LAUMT262802000000003,28020,2023,M13,3.6
LAUMT262802000000003,28020,2022,M13,3.7
LAUMT262802000000003,28020,2021,M13,4.7
LAUMT262802000000003,28020,2020,M13,7.4
LAUMT262802000000003,28020,2019,M13,3.2
LAUMT262802000000003,28020,2018,M13,3.3
LAUMT262802000000003,28020,2017,M13,3.9
LAUMT262802000000003,28020,2016,M13,3.9
LAUMT262802000000003,28020,2015,M13,4.3
LAUMT262802000000003,28020,2024,M12,4.4
LAUMT172810000000003,28100,2024,M13,5.7
LAUMT172810000000003,28100,2023,M13,5.9
LAUMT172810000000003,28100,2022,M13,5.6
LAUMT172810000000003,28100,2021,M13,6.7
LAUMT172810000000003,28100,2020,M13,8.9
LAUMT172810000000003,28100,2019,M13,5.0
LAUMT172810000000003,28100,2018,M13,5.7
LAUMT172810000000003,28100,2017,M13,5.6
LAUMT172810000000003,28100,2016,M13,6.6
LAUMT172810000000003,28100,2015,M13,6.8
LAUMT172810000000003,28100,2024,M12,5.0
LAUMT292814000000003,28140,2024,M13,3.6
LAUMT292814000000003,28140,2023,M13,3.0
LAUMT292814000000003,28140,2022,M13,2.7
LAUMT292814000000003,28140,2021,M13,4.1
LAUMT292814000000003,28140,2020,M13,6.1
LAUMT292814000000003,28140,2019,M13,3.2
LAUMT292814000000003,28140,2018,M13,3.4
LAUMT292814000000003,28140,2017,M13,3.8
LAUMT292814000000003,28140,2016,M13,4.3
LAUMT292814000000003,28140,2015,M13,4.8
LAUMT292814000000003,28140,2024,M12,3.3
LAUMT532842000000003,28420,2024,M13,4.9
LAUMT532842000000003,28420,2023,M13,4.7
LAUMT532842000000003,28420,2022,M13,4.7
LAUMT532842000000003,28420,2021,M13,5.6
LAUMT532842000000003,28420,2020,M13,8.3
LAUMT532842000000003,28420,2019,M13,5.9
LAUMT532842000000003,28420,2018,M13,5.7
LAUMT532842000000003,28420,2017,M13,5.9
LAUMT532842000000003,28420,2016,M13,6.7
LAUMT532842000000003,28420,2015,M13,7.0
LAUMT532842000000003,28420,2024,M12,5.4
LAUMT552845000000003,28450,2024,M13,3.2
LAUMT552845000000003,28450,2023,M13,3.1
LAUMT552845000000003,28450,2022,M13,3.1
LAUMT552845000000003,28450,2021,M13,4.2
LAUMT552845000000003,28450,2020,M13,7.2
LAUMT552845000000003,28450,2019,M13,3.8
LAUMT552845000000003,28450,2018,M13,3.5
LAUMT552845000000003,28450,2017,M13,3.9
LAUMT552845000000003,28450,2016,M13,4.6
LAUMT552845000000003,28450,2015,M13,5.0
LAUMT552845000000003,28450,2024,M12,3.0
LAUMT482866000000003,28660,2024,M13,4.4
LAUMT482866000000003,28660,2023,M13,4.3
LAUMT482866000000003,28660,2022,M13,4.3
LAUMT482866000000003,28660,2021,M13,5.5
LAUMT482866000000003,28660,2020,M13,6.6
LAUMT482866000000003,28660,2019,M13,3.7
LAUMT482866000000003,28660,2018,M13,4.0
LAUMT482866000000003,28660,2017,M13,4.1
LAUMT482866000000003,28660,2016,M13,4.3
LAUMT482866000000003,28660,2015,M13,4.7
LAUMT482866000000003,28660,2024,M12,4.1
LAUMT472870000000003,28700,2024,M13,3.5
LAUMT472870000000003,28700,2023,M13,3.4
LAUMT472870000000003,28700,2022,M13,3.5
LAUMT472870000000003,28700,2021,M13,4.4
LAUMT472870000000003,28700,2020,M13,7.1
LAUMT472870000000003,28700,2019,M13,3.7
LAUMT472870000000003,28700,2018,M13,3.8
LAUMT472870000000003,28700,2017,M13,4.2
LAUMT472870000000003,28700,2016,M13,5.2
LAUMT472870000000003,28700,2015,M13,5.5
LAUMT472870000000003,28700,2024,M12,3.4
LAUMT362874000000003,28740,2024,M13,3.5
LAUMT362874000000003,28740,2023,M13,3.4
LAUMT362874000000003,28740,2022,M13,3.3
LAUMT362874000000003,28740,2021,M13,4.8
LAUMT362874000000003,28740,2020,M13,7.9
LAUMT362874000000003,28740,2019,M13,3.7
LAUMT362874000000003,28740,2018,M13,3.9
LAUMT362874000000003,28740,2017,M13,4.6
LAUMT362874000000003,28740,2016,M13,4.6
LAUMT362874000000003,28740,2015,M13,4.8
LAUMT362874000000003,28740,2024,M12,3.2
LAUMT362888000000003,28880,2024,M13,3.5
LAUMT362888000000003,28880,2023,M13,3.3
LAUMT362888000000003,28880,2022,M13,3.2
LAUMT362888000000003,28880,2021,M13,4.7
LAUMT362888000000003,28880,2020,M13,7.8
LAUMT362888000000003,28880,2019,M13,3.6
LAUMT362888000000003,28880,2018,M13,3.8
LAUMT362888000000003,28880,2017,M13,4.5
LAUMT362888000000003,28880,2016,M13,4.4
LAUMT362888000000003,28880,2015,M13,4.6
LAUMT362888000000003,28880,2024,M12,3.2
LAUMT472894000000003,28940,2024,M13,3.1
LAUMT472894000000003,28940,2023,M13,3.0
LAUMT472894000000003,28940,2022,M13,3.1
LAUMT472894000000003,28940,2021,M13,3.7
LAUMT472894000000003,28940,2020,M13,6.2
LAUMT472894000000003,28940,2019,M13,3.2
LAUMT472894000000003,28940,2018,M13,3.3
LAUMT472894000000003,28940,2017,M13,3.6
LAUMT472894000000003,28940,2016,M13,4.5
LAUMT472894000000003,28940,2015,M13,5.2
LAUMT472894000000003,28940,2024,M12,3.0
LAUMT182902000000003,29020,2024,M13,6.6
LAUMT182902000000003,29020,2023,M13,5.0
LAUMT182902000000003,29020,2022,M13,4.8
LAUMT182902000000003,29020,2021,M13,6.4
LAUMT182902000000003,29020,2020,M13,10.6
LAUMT182902000000003,29020,2019,M13,3.8
LAUMT182902000000003,29020,2018,M13,3.9
LAUMT182902000000003,29020,2017,M13,3.6
LAUMT182902000000003,29020,2016,M13,4.4
LAUMT182902000000003,29020,2015,M13,5.0
LAUMT182902000000003,29020,2024,M12,6.5
LAUMT552910000000003,29100,2024,M13,2.7
LAUMT552910000000003,29100,2023,M13,2.5
LAUMT552910000000003,29100,2022,M13,2.5
LAUMT552910000000003,29100,2021,M13,3.2
LAUMT552910000000003,29100,2020,M13,5.6
LAUMT552910000000003,29100,2019,M13,3.0
LAUMT552910000000003,29100,2018,M13,2.8
LAUMT552910000000003,29100,2017,M13,3.1
LAUMT552910000000003,29100,2016,M13,3.7
LAUMT552910000000003,29100,2015,M13,3.8
LAUMT552910000000003,29100,2024,M12,2.6
LAUMT222918000000003,29180,2024,M13,3.7
LAUMT222918000000003,29180,2023,M13,3.2
LAUMT222918000000003,29180,2022,M13,3.1
LAUMT222918000000003,29180,2021,M13,4.6
LAUMT222918000000003,29180,2020,M13,7.3
LAUMT222918000000003,29180,2019,M13,4.1
LAUMT222918000000003,29180,2018,M13,4.4
LAUMT222918000000003,29180,2017,M13,5.0
LAUMT222918000000003,29180,2016,M13,6.3
LAUMT222918000000003,29180,2015,M13,6.1
LAUMT222918000000003,29180,2024,M12,3.5
LAUMT182920000000003,29200,2024,M13,3.6
LAUMT182920000000003,29200,2023,M13,2.9
LAUMT182920000000003,29200,2022,M13,2.8
